mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=805.5663	met47502	PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)	HMDB0008725	Endogenous|Food	Organic compounds	Extracellular|Membrane	805.56215505	C46H80NO8P
m/z=805.5663	met74199	PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	HMDB0008083	Endogenous|Food	Organic compounds	Membrane|Extracellular	805.56215505	C46H80NO8P
m/z=781.5665	met21583	PC(20:3(8Z,11Z,14Z)/16:1(9Z))	HMDB0008398	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met66786	PC(18:2(9Z,12Z)/18:2(9Z,12Z))	HMDB0008138	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met34151	PC(16:0/20:4(8Z,11Z,14Z,17Z))	HMDB0007983	Endogenous|Food	NULL	Extracellular|Membrane	781.56215554	C44H80NO8P
m/z=781.5665	met59432	PC(18:3(6Z,9Z,12Z)/18:1(11Z))	HMDB0008169	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met15769	PC(18:4(6Z,9Z,12Z,15Z)/18:0)	HMDB0008234	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met33136	PC(20:4(5Z,8Z,11Z,14Z)/16:0)	HMDB0008429	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met46524	PC(18:0/18:4(6Z,9Z,12Z,15Z))	HMDB0008042	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met62569	PC(20:4(8Z,11Z,14Z,17Z)/16:0)	HMDB0008462	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met28272	PC(18:1(11Z)/18:3(6Z,9Z,12Z))	HMDB0008073	Endogenous|Food	NULL	Membrane|Extracellular	781.56215505	C44H80NO8P
m/z=781.5665	met60187	PC(18:3(9Z,12Z,15Z)/18:1(11Z))	HMDB0008202	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met42703	PC(18:3(9Z,12Z,15Z)/18:1(9Z))	HMDB0008203	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met12074	PC(16:0/20:4(5Z,8Z,11Z,14Z))	HMDB0007982	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met6929	PC(18:1(9Z)/18:3(9Z,12Z,15Z))	HMDB0008107	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met51521	PC(16:1(9Z)/20:3(8Z,11Z,14Z))	HMDB0008014	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met53266	PC(16:1(9Z)/20:3(5Z,8Z,11Z))	HMDB0008013	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met48813	PC(18:3(6Z,9Z,12Z)/18:1(9Z))	HMDB0008170	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met63532	PC(22:4(7Z,10Z,13Z,16Z)/14:0)	HMDB0008623	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met54168	PC(14:0/22:4(7Z,10Z,13Z,16Z))	HMDB0007889	Endogenous|Food	NULL	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met22160	PC(18:1(9Z)/18:3(6Z,9Z,12Z))	HMDB0008106	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=781.5665	met29997	PC(18:1(11Z)/18:3(9Z,12Z,15Z))	HMDB0008074	Endogenous|Food	NULL	Membrane|Extracellular	781.56215505	C44H80NO8P
m/z=781.5665	met17937	PC(20:3(5Z,8Z,11Z)/16:1(9Z))	HMDB0008365	Endogenous|Food	Organic compounds	Extracellular|Membrane	781.56215505	C44H80NO8P
m/z=812.6806	met48929	TG(15:0/20:3n6/14:1(9Z))	HMDB0043488	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met4661	TG(15:0/16:1(9Z)/18:3(6Z,9Z,12Z))	HMDB0043207	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met30905	TG(16:0/15:0/18:4(6Z,9Z,12Z,15Z))	HMDB0043879	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met60114	TG(15:0/14:0/20:4(5Z,8Z,11Z,14Z))	HMDB0042978	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met10828	TG(15:0/14:1(9Z)/20:3(5Z,8Z,11Z))	HMDB0043174	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met69537	TG(15:0/18:4(6Z,9Z,12Z,15Z)/16:0)	HMDB0043657	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met64435	TG(15:0/18:3(9Z,12Z,15Z)/16:1(9Z))	HMDB0043634	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met53351	TG(15:0/20:3(5Z,8Z,11Z)/14:1(9Z))	HMDB0043314	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met25836	TG(15:0/14:1(9Z)/20:3n6)	HMDB0043180	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met58845	TG(14:0/15:0/20:4(5Z,8Z,11Z,14Z))	HMDB0042110	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met7919	TG(15:0/16:0/18:4(6Z,9Z,12Z,15Z))	HMDB0043041	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met43706	TG(15:0/16:1(9Z)/18:3(9Z,12Z,15Z))	HMDB0043214	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met27347	TG(14:0/20:4(5Z,8Z,11Z,14Z)/15:0)	HMDB0042632	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met62051	TG(14:0/20:4(8Z,11Z,14Z,17Z)/15:0)	HMDB0042812	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met11325	TG(15:0/18:3(6Z,9Z,12Z)/16:1(9Z))	HMDB0043431	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met17775	TG(14:1(9Z)/15:0/20:3(5Z,8Z,11Z))	HMDB0047752	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met66932	TG(15:0/14:0/20:4(8Z,11Z,14Z,17Z))	HMDB0042984	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met60209	TG(16:1(9Z)/15:0/18:3(9Z,12Z,15Z))	HMDB0048450	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met21934	TG(16:1(9Z)/15:0/18:3(6Z,9Z,12Z))	HMDB0048443	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met61554	TG(14:1(9Z)/15:0/20:3n6)	HMDB0047758	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met41993	TG(14:0/15:0/20:4(8Z,11Z,14Z,17Z))	HMDB0042116	Endogenous|Food	NULL	Extracellular|Membrane	812.68939068	C52H92O6
m/z=812.6806	met58955	SM(d18:1/24:1(15Z))	HMDB0012107	Endogenous|Food	Organic compounds	Extracellular|Membrane	812.67712523	C47H93N2O6P
m/z=169.0923	met58065	4-Butyl-5-ethylthiazole	HMDB0040065	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met63517	2-(1-Methylethyl)-4-propylthiazole	HMDB0040108	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met39438	5-Ethyl-4-methyl-2-propylthiazole	HMDB0040080	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met63873	4-Ethyl-5-methyl-2-(1-methylethyl)thiazole	HMDB0040081	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met65329	Diphenylamine	HMDB0032562	Endogenous|Food	Benzenoids	Membrane	169.08914936	C12H11N
m/z=169.0923	met65350	4-Aminobiphenyl	HMDB0013195	Endogenous	Organic compounds	Membrane (predicted from logP)	169.08914936	C12H11N
m/z=169.0923	met68998	5-Methyl-2-pentylthiazole	HMDB0040099	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met40264	2,4-Dipropylthiazole	HMDB0040107	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met44988	3-Methylhistidine	HMDB0000479	Endogenous	Organic compounds	Cytoplasm	169.08512661	C7H11N3O2
m/z=169.0923	met62311	4-Methyl-2-pentylthiazole	HMDB0040106	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met51526	2,5-Dipropylthiazole	HMDB0040098	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met10286	5-Butyl-4-ethylthiazole	HMDB0040066	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met22933	5-Ethyl-2-methyl-4-propylthiazole	HMDB0040078	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met5458	4-Ethyl-5-methyl-2-propylthiazole	HMDB0040079	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met8893	4-Ethyl-2-methyl-5-propylthiazole	HMDB0040077	Food	Organoheterocyclic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met70335	1-Methylhistidine	HMDB0000001	Endogenous	Organic compounds	Cytoplasm	169.08512661	C7H11N3O2
m/z=169.0923	met19421	4-Butyl-2,5-dimethylthiazole	HMDB0040076	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=169.0923	met18398	5-Ethyl-4-methyl-2-(1-methylethyl)thiazole	HMDB0040082	Food	Organic compounds	Membrane	169.09252018	C9H15NS
m/z=668.5325	met30746	DG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	HMDB0007263	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met47477	DG(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/0:0)	HMDB0007657	Endogenous|Food	NULL	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met7291	DG(20:1n9/0:0/20:5n3)	HMDB0056231	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met34438	DG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	HMDB0007404	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met29280	DG(18:1n9/0:0/22:5n3)	HMDB0056214	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met60222	DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/0:0)	HMDB0007711	Endogenous|Food	NULL	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met70819	DG(20:3n9/0:0/20:3n6)	HMDB0056240	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met12171	DG(18:0/0:0/22:6n3)	HMDB0056061	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met26313	DG(20:3n6/0:0/20:3n6)	HMDB0056321	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met68518	DG(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)/0:0)	HMDB0007459	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met48777	DG(20:3n9/0:0/20:3n9)	HMDB0056234	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met20710	DG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	HMDB0007235	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met54697	DG(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)	HMDB0007487	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met53342	DG(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z)/0:0)	HMDB0007458	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met18670	DG(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)	HMDB0007544	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met29781	DG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/0:0)	HMDB0007349	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met26738	DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)	HMDB0007739	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met40657	DG(22:2n6/0:0/18:4n3)	HMDB0056346	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met34653	DG(18:1n7/0:0/22:5n3)	HMDB0056195	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met26846	DG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	HMDB0007207	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met13	DG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	HMDB0007206	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met8290	DG(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0)	HMDB0007683	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met53797	DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)/0:0)	HMDB0007572	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met42829	DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/0:0)	HMDB0007710	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met69204	DG(18:1n9/0:0/22:5n6)	HMDB0056209	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met67438	DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)	HMDB0007740	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met30714	DG(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)/0:0)	HMDB0007515	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met58448	DG(18:1n7/0:0/22:5n6)	HMDB0056190	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met47378	DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	HMDB0007236	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met10144	DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0/0:0)	HMDB0007767	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met31199	DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	HMDB0007431	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met68663	DG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)	HMDB0007488	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met37729	DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	HMDB0007179	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=668.5325	met41558	DG(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	HMDB0007432	Endogenous|Food	Organic compounds	Extracellular|Membrane	668.53797541	C43H72O5
m/z=436.3481	met49188	Cholestane-3,7,12,25-tetrol	HMDB0000655	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)	436.35526002	C27H48O4
m/z=436.3481	met59517	27-Deoxy-5b-cyprinol	HMDB0001231	Endogenous|Food	Lipids and lipid-like molecules	Extracellular	436.35526002	C27H48O4
m/z=436.3481	met10971	5b-Cholestane-3a,7a,12a,25-tetrol	HMDB0000524	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)	436.35526002	C27H48O4
m/z=436.3481	met41230	27-Deoxy-5alpha-cyprinol	HMDB0029851	Endogenous|Food	Organic compounds	Extracellular	436.35526002	C27H48O4
m/z=436.3481	met23755	5b-Cholestane-3a,7a,12a,23-Tetrol	HMDB0001968	Endogenous|Food	Lipids and lipid-like molecules	Extracellular	436.35526002	C27H48O4
m/z=436.3481	met58225	5a-Cholestane-3a,7a,12a,25-tetrol	HMDB0000520	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	436.35526002	C27H48O4
m/z=211.1026	met25872	2-Methoxy-3-methyl-9H-carbazole	HMDB0033456	Food	Organic compounds	Membrane	211.09971404	C14H13NO
m/z=211.1026	met38226	3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole	HMDB0029746	Endogenous|Food	Organoheterocyclic compounds	Membrane	211.11094743	C13H13N3
m/z=152.0261	met7015	Xanthine	HMDB0000292	Drug metabolite|Endogenous	Organic compounds	Cytoplasm|Peroxisome	152.03342539	C5H4N4O2
m/z=152.0261	met14728	Oxypurinol	HMDB0000786	Drug metabolite|Endogenous	Organic compounds	Cytoplasm (predicted from logP)	152.03342539	C5H4N4O2
m/z=152.0261	met57133	6,8-Dihydroxypurine	HMDB0001182	Endogenous	Organic compounds	NULL	152.03342539	C5H4N4O2
m/z=152.0261	met20201	S-Methyl benzenecarbothioate	HMDB0029694	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	152.02958557	C8H8OS
m/z=136.0457	met1352	Phenyl acetate	HMDB0040733	Food	Organic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met4156	2-Hydroxyacetophenone	HMDB0032568	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met73376	Hypoxanthine	HMDB0000157	Drug metabolite|Endogenous	Organoheterocyclic compounds	Cytoplasm|Extracellular|Lysosome|Peroxisome	136.03851077	C5H4N4O
m/z=136.0457	met45880	2-Methoxybenzaldehyde	HMDB0033766	Food	Organic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met31831	Ethyl propyl disulfide	HMDB0033053	Food	Organic compounds	Membrane	136.03804176	C5H12S2
m/z=136.0457	met72852	Threonic acid	HMDB0000943	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	136.03717337	C4H8O5
m/z=136.0457	met3687	2-Hydroxy-4-methylbenzaldehyde	HMDB0032603	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met65890	Phenylacetic acid	HMDB0000209	Endogenous|Microbial	Benzenoids	NULL	136.0524295	C8H8O2
m/z=136.0457	met63643	Methyl benzoate	HMDB0033968	Food	Organic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met31263	Ethyl isopropyl disulfide	HMDB0033054	Food	Organic compounds	Membrane	136.03804176	C5H12S2
m/z=136.0457	met23599	alpha-Methyl-2-furanacrolein	HMDB0038176	Food	Organic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met43191	3-(3-Furanyl)-2-methyl-2-propenal	HMDB0040638	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met71014	4-Methylbenzoic acid	HMDB0029635	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met45615	4-Methoxybenzaldehyde	HMDB0029686	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met67012	Erythronic acid	HMDB0000613	Endogenous	Organic oxygen compounds	Cytoplasm (predicted from logP)	136.03717337	C4H8O5
m/z=136.0457	met13568	1-Pentanesulfenothioic acid	HMDB0031160	Endogenous|Food	Organic compounds	Membrane	136.03804176	C5H12S2
m/z=136.0457	met13808	3-Methoxybenzaldehyde	HMDB0031459	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met50462	3-(5-Methyl-2-furyl)prop-2-enal	HMDB0032400	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met30319	Benzyl formate	HMDB0041485	Drug|Food	Organic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met22167	4-(2-Furanyl)-3-buten-2-one	HMDB0033128	Food	Organic compounds	Cytoplasm|Extracellular	136.0524295	C8H8O2
m/z=136.0457	met32056	4-Hydroxyphenylacetaldehyde	HMDB0003767	Endogenous	Organic compounds	NULL	136.0524295	C8H8O2
m/z=179.0865	met11842	Fructosamine	HMDB0002030	Endogenous	Organic compounds	NULL	179.07937253	C6H13NO5
m/z=179.0865	met23504	Salsolinol	HMDB0042012	Endogenous	Organic compounds	NULL	179.09462866	C10H13NO2
m/z=179.0865	met30353	Maltoxazine	HMDB0030372	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.0865	met43474	7-Aminomethyl-7-carbaguanine	HMDB0011690	Endogenous	Organic compounds	NULL	179.08070993	C7H9N5O
m/z=179.0865	met6195	beta-D-Glucosamine	HMDB0030091	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	179.07937253	C6H13NO5
m/z=179.0865	met14579	2,3-Dihydro-5-(3-hydroxypropanoyl)-1H-pyrrolizine	HMDB0040021	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.0865	met10279	Ethyl N-methylanthranilate	HMDB0033763	Food	Benzenoids	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.0865	met29072	3,5-Dimethylphenyl methylcarbamate	HMDB0031811	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.0865	met25789	(R)-Salsolinol	HMDB0005199	Endogenous	Organic compounds	NULL	179.09462866	C10H13NO2
m/z=179.0865	met18737	1,2,3,4,5,6-Hexahydro-5-(1-hydroxyethylidene)-7H-cyclopenta[b]pyridin-7-one	HMDB0039655	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	179.09462866	C10H13NO2
m/z=179.0865	met27315	Glucosamine	HMDB0001514	Drug|Endogenous|Food	Organic oxygen compounds	Cytoplasm|Extracellular|Membrane	179.07937253	C6H13NO5
m/z=179.0865	met34483	2(N)-Methyl-norsalsolinol	HMDB0001189	Endogenous	Organic compounds	NULL	179.09462866	C10H13NO2
m/z=116.0399	met37938	Levulinic acid	HMDB0000720	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	116.04734412	C5H8O3
m/z=116.0399	met66814	Ethyl pyruvate	HMDB0031643	Endogenous|Food	Organic acids and derivatives	NULL	116.04734412	C5H8O3
m/z=116.0399	met45222	2-Oxovaleric acid	HMDB0001865	Endogenous	Organic compounds	NULL	116.04734412	C5H8O3
m/z=116.0399	met25129	2-Methylacetoacetic acid	HMDB0003771	Endogenous|Food	Organic compounds	Extracellular|Membrane	116.04734412	C5H8O3
m/z=116.0399	met57697	Alpha-ketoisovaleric acid	HMDB0000019	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane|Mitochondria	116.04734412	C5H8O3
m/z=116.0399	met20998	Acetoxyacetone	HMDB0034466	Food	Organic compounds	Cytoplasm|Extracellular	116.04734412	C5H8O3
m/z=116.0399	met61916	Diazenedicarboxamide	HMDB0029616	Food	Organic compounds	Cytoplasm|Extracellular	116.03342539	C2H4N4O2
m/z=116.0399	met69121	Glutarate semialdehyde	HMDB0012233	Endogenous|Food	Organic compounds	Extracellular|Membrane	116.04734412	C5H8O3
m/z=116.0399	met49859	Methylacetoacetic acid	HMDB0000310	Endogenous	Organic compounds	NULL	116.04734412	C5H8O3
m/z=288.052	met18281	Orotidine	HMDB0000788	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	288.05936537	C10H12N2O8
m/z=309.3104	met64877	N-Hexadecanoylpyrrolidine	HMDB0032740	Food	Organic compounds	Membrane	309.30316487	C20H39NO
m/z=208.0511	met63456	Serinyl-Cysteine	HMDB0029036	Endogenous	Organic compounds	NULL	208.05177757	C6H12N2O4S
m/z=208.0511	met64538	Methyl 5-(1-Propynyl)-2-thiophenepropanoate	HMDB0034759	Endogenous|Food	Organic compounds	Extracellular|Membrane	208.05580032	C11H12O2S
m/z=208.0511	met58865	Dihydrolipoate	HMDB0012210	Endogenous|Food	Organic compounds	Extracellular|Membrane	208.05917114	C8H16O2S2
m/z=208.0511	met20867	3-Methyl-5-pentyl-1,2,4-trithiolane	HMDB0040242	Food	Organoheterocyclic compounds	Membrane	208.04141258	C8H16S3
m/z=208.0511	met53830	(+)-1-Methylpropyl 3-(methylthio)-2-propenyl disulfide	HMDB0034425	Food	Organic compounds	Membrane	208.04141258	C8H16S3
m/z=208.0511	met64217	Cysteinyl-Serine	HMDB0028784	Endogenous	Organic acids and derivatives	NULL	208.05177757	C6H12N2O4S
m/z=270.0875	met3463	Histidinyl-Aspartate	HMDB0028881	Endogenous	Organic compounds	NULL	270.09641958	C10H14N4O5
m/z=270.0875	met55872	3-(4-Hydroxyphenyl)-1-(4-hydroxy-2-methoxyphenyl)-2-propen-1-one	HMDB0037319	Food	Organic compounds	Membrane	270.08920894	C16H14O4
m/z=270.0875	met23233	Vignafuran	HMDB0033940	Food	Phenylpropanoids and polyketides	Membrane	270.08920894	C16H14O4
m/z=270.0875	met49178	Pinostrobin chalcone	HMDB0033702	Food	Phenylpropanoids and polyketides	Membrane	270.08920894	C16H14O4
m/z=270.0875	met49781	4-O-Methylpinosylvic acid	HMDB0040868	Food	Organic compounds	Membrane	270.08920894	C16H14O4
m/z=270.0875	met59400	3,5-Dimethoxy-2,7-pheNULLthrenediol	HMDB0031612	Endogenous|Food	Organic compounds	Membrane	270.08920894	C16H14O4
