"name","mz","rt","Candidate.number","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database"
"pHILIC_309.1649_15.6",309.1649,936,1,"Fructoselysine","NA","NA","C16488","HILIC_683","(M+H)+","1.5625","0.9980488","24","0.726149","NA","0","0.8620989","msDatabase_hilic0.0.2"
"pHILIC_147.1126_15.9",147.1126,954,1,"L-(+)-Lysine Monohydrate","NA","NA","NA","HILIC_150","(M+H)+","0.57","0.9997401","6.016903","0.9800881","NA","0","0.9899141","msDatabase_hilic0.0.2"
"pHILIC_133.097_16.1",133.097,966,1,"L-Ornithine","NA","NA","NA","HILIC_401","(M+H)+","0.425","0.9998555","19.80965","0.8041156","NA","0","0.9019855","msDatabase_hilic0.0.2"
"pHILIC_161.1283_16.4",161.1283,984,1,"Ne-Methyl-Lysine","1188-07-4","HMDB02038","C02728","HILIC_658","(M+H)+","1.3125","0.9986228","24","0.726149","NA","0","0.8623859","msDatabase_hilic0.0.2"
"pHILIC_189.1596_18.3",189.1596,1098,1,"N6,N6,N6-Trimethyl-L-lysine","19253-88-4","HMDB01325","C03793","HILIC_446","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_hilic0.0.2"
"pRPLC_162.1123_0.6",162.1123,36,1,"L(-)-Carnitine","NA","NA","NA","RPLC_54","(M+H)+","0.5","0.9998","3","0.9950125","NA","0","0.9974062","msDatabase_rplc0.0.2"
"pRPLC_290.1601_0.6",290.1601,36,1,"C5:0,DC AC","NA","NA","NA","RPLC_401","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_rplc0.0.2"
"pRPLC_261.1446_0.8",261.1446,48,1,"gamma-glutamylleucine(1)","NA","HMDB11171","NA","RPLC_436","(M+H)+","1.3125","0.9986228","14.89682","0.8840105","NA","0","0.9413167","msDatabase_rplc0.0.2"
"pRPLC_232.1543_0.9",232.1543,54,1,"C4:0 AC","25576-40-3","HMDB02013","C02862","RPLC_399","(M+H)+","1.3125","0.9986228","2.809039","0.9956259","NA","0","0.9971243","msDatabase_rplc0.0.2"
"pRPLC_261.1446_1",261.1446,60,1,"gamma-glutamylleucine(1)","NA","HMDB11171","NA","RPLC_436","(M+H)+","1.3125","0.9986228","2.896823","0.9953489","NA","0","0.9969858","msDatabase_rplc0.0.2"
"pRPLC_100.0756_1.2",100.0756,72,1,"2-Piperidinone","NA","HMDB11749","NA","RPLC_454","(M+H)+","1.3125","0.9986228","3.067612","0.9947857","NA","0","0.9967043","msDatabase_rplc0.0.2"
"pRPLC_166.0724_1.2",166.0724,72,1,"1-Methylguanine","NA","NA","NA","RPLC_17","(M+H)+","0","1","13.8","0.8996046","NA","0","0.9498023","msDatabase_rplc0.0.2"
"pRPLC_295.1292_1.3",295.1292,78,1,"gamma-glutamylphenylalanine","NA","HMDB00594","NA","RPLC_452","(M+H)+","1.3125","0.9986228","3.150617","0.9945005","NA","0","0.9965617","msDatabase_rplc0.0.2"
"pRPLC_169.0971_1.6",169.0971,96,1,"Cyclo(ala-pro)","NA","NA","NA","RPLC_451","(M+H)+","1.3125","0.9986228","3.390075","0.9936356","NA","0","0.9961292","msDatabase_rplc0.0.2"
"pRPLC_244.1544_1.7",244.1544,102,1,"C5:1 AC","NA","HMDB02366","NA","RPLC_383","(M+H)+","1.3125","0.9986228","3.466708","0.9933455","NA","0","0.9959842","msDatabase_rplc0.0.2"
"pRPLC_153.0658_1.7",153.0658,102,1,"N1-Methyl-2-pyridone-5-carboxamide(1)","NA","HMDB04193","C05842","RPLC_444","(M+H)+","1.3125","0.9986228","26.93239","0.6683293","NA","0","0.8334761","msDatabase_rplc0.0.2"
"pRPLC_246.17_1.9",246.17,114,1,"C5:0 AC","NA","NA","NA","RPLC_400","(M+H)+","1.3125","0.9986228","3.615197","0.9927654","NA","0","0.9956941","msDatabase_rplc0.0.2"
"pRPLC_312.1305_2.8",312.1305,168,1,"N2,N2-Dimethylguanosine","2140-67-2","HMDB04824","NA","RPLC_449","(M+H)+","1.3125","0.9986228","4.204548","0.9902268","NA","0","0.9944248","msDatabase_rplc0.0.2"
"pRPLC_146.06_3",146.06,180,1,"4-formyl Indole(2)","NA","NA","NA","RPLC_380","(M+H)+","1.3125","0.9986228","4.317993","0.9896951","NA","0","0.994159","msDatabase_rplc0.0.2"
"pRPLC_279.1705_3.1",279.1705,186,1,"Phenylalanylleucine","NA","NA","NA","RPLC_378","(M+H)+","1.3125","0.9986228","4.372326","0.9894355","NA","0","0.9940292","msDatabase_rplc0.0.2"
"pRPLC_181.0718_3.1",181.0718,186,1,"5-Acetylamino-6-amino-3-methyluracil Hydrate","NA","NA","NA","RPLC_27","(M+H-2H2O)+","0.5","0.9998","15.6","0.8735412","NA","0","0.9366706","msDatabase_rplc0.0.2"
"pRPLC_260.1858_3.3",260.1858,198,1,"C6:0 AC","6418-78-6","HMDB00705","NA","RPLC_402","(M+H)+","1.3125","0.9986228","4.476214","0.9889303","NA","0","0.9937766","msDatabase_rplc0.0.2"
"pRPLC_181.0719_3.4",181.0719,204,1,"Theophylline","NA","HMDB0001889","NA","RPLC_443","(M+H)+","1.3125","0.9986228","4.525769","0.9886853","NA","0","0.9936541","msDatabase_rplc0.0.2"
"pRPLC_313.1548_3.5",313.1548,210,1,"Phenylalanylphenylalanine","2577-40-4","HMDB13302","NA","RPLC_453","(M+H)+","1.3125","0.9986228","4.57373","0.9884456","NA","0","0.9935342","msDatabase_rplc0.0.2"
"pRPLC_146.06_3.6",146.06,216,1,"4-formyl Indole(1)","NA","NA","NA","RPLC_379","(M+H)+","1.3125","0.9986228","4.620099","0.9882115","NA","0","0.9934172","msDatabase_rplc0.0.2"
"pRPLC_352.1657_3.7",352.1657,222,1,"Phenylalanyl-Tryptophan","NA","HMDB29006","NA","RPLC_438","(M+H)+","1.3125","0.9986228","4.664875","0.9879833","NA","0","0.9933031","msDatabase_rplc0.0.2"
"pRPLC_286.2015_4.3",286.2015,258,1,"C8:1 AC","NA","HMDB13324","NA","RPLC_404","(M+H)+","1.3125","0.9986228","4.900081","0.9867492","NA","0","0.992686","msDatabase_rplc0.0.2"
"pRPLC_195.0875_4.6",195.0875,276,1,"Caffeine","58-08-2","HMDB01847","C07481","RPLC_439","(M+H)+","1.3125","0.9986228","4.99618","0.986228","NA","0","0.9924254","msDatabase_rplc0.0.2"
"pRPLC_204.0655_4.8",204.0655,288,1,"Indolepyruvate","NA","HMDB60484","C00331","RPLC_377","(M+H)+","1.3125","0.9986228","5.052281","0.9859192","NA","0","0.992271","msDatabase_rplc0.0.2"
"pRPLC_310.2015_4.9",310.2015,294,1,"C10:3 AC(2)","NA","NA","NA","RPLC_388","(M+H)+","1.3125","0.9986228","5.077943","0.9857768","NA","0","0.9921998","msDatabase_rplc0.0.2"
"pRPLC_310.2014_5.1",310.2014,306,1,"C10:3 AC(2)","NA","NA","NA","RPLC_388","(M+H)+","1.0625","0.9990973","6.922057","0.9737318","NA","0","0.9864145","msDatabase_rplc0.0.2"
"pRPLC_277.0384_5.1",277.0384,306,1,"Dihydroferulic acid","NA","NA","NA","RPLC_455","(M+H)+","1.3125","0.9986228","5.124487","0.9855168","NA","0","0.9920698","msDatabase_rplc0.0.2"
"pRPLC_288.2172_5.1",288.2172,306,1,"C8:0 AC","25243-95-2","HMDB00791","C02838","RPLC_403","(M+H)+","1.3125","0.9986228","5.124487","0.9855168","NA","0","0.9920698","msDatabase_rplc0.0.2"
"pRPLC_312.2171_5.4",312.2171,324,1,"C10:2 AC","NA","HMDB13325","NA","RPLC_386","(M+H)+","1.3125","0.9986228","5.182357","0.9851903","NA","0","0.9919066","msDatabase_rplc0.0.2"
"pRPLC_302.2328_5.6",302.2328,336,1,"C9:0 AC","NA","NA","NA","RPLC_405","(M+H)+","1.3125","0.9986228","5.212972","0.9850161","NA","0","0.9918195","msDatabase_rplc0.0.2"
"pRPLC_314.2328_6.1",314.2328,366,1,"C10:1 AC","NA","HMDB13205","NA","RPLC_385","(M+H)+","1.3125","0.9986228","5.261636","0.9847372","NA","0","0.99168","msDatabase_rplc0.0.2"
"pRPLC_316.2484_6.6",316.2484,396,1,"C10:0 AC","1492-27-9","HMDB00651","NA","RPLC_384","(M+H)+","1.3125","0.9986228","5.270477","0.9846863","NA","0","0.9916546","msDatabase_rplc0.0.2"
"pRPLC_330.2637_7.1",330.2637,426,1,"C11:0 AC","NA","NA","NA","RPLC_389","(M+H)+","1.3125","0.9986228","5.239496","0.9848644","NA","0","0.9917436","msDatabase_rplc0.0.2"
"pRPLC_342.2639_7.2",342.2639,432,1,"C12:1 AC","NA","HMDB13326","NA","RPLC_391","(M+H)+","1.3125","0.9986228","5.228522","0.9849273","NA","0","0.9917751","msDatabase_rplc0.0.2"
"pRPLC_777.6945_7.2",777.6945,432,1,"Thyroxine","51-48-9","HMDB01918","C01829","RPLC_381","(M+H)+","0.6750723","0.9996355","5.228522","0.9849273","NA","0","0.9922814","msDatabase_rplc0.0.2"
"pRPLC_368.2795_7.7",368.2795,462,1,"C14:2 AC","NA","HMDB13331","NA","RPLC_393","(M+H)+","1.3125","0.9986228","5.149755","0.9853747","NA","0","0.9919988","msDatabase_rplc0.0.2"
"pRPLC_344.2796_7.8",344.2796,468,1,"C12:0 AC","25518-54-1","HMDB02250","NA","RPLC_390","(M+H)+","1.3125","0.9986228","5.129223","0.9854902","NA","0","0.9920565","msDatabase_rplc0.0.2"
"pRPLC_370.2952_8.2",370.2952,492,1,"C14:1 AC","835598-21-5","HMDB02014","NA","RPLC_392","(M+H)+","1.3125","0.9986228","5.031166","0.9860358","NA","0","0.9923293","msDatabase_rplc0.0.2"
"pRPLC_286.1439_8.4",286.1439,504,1,"Piperine(1)","30511-76-3","HMDB29377","C03882","RPLC_441","(M+H)+","1.3125","0.9986228","10.9409","0.9356612","NA","0","0.967142","msDatabase_rplc0.0.2"
"pRPLC_286.1439_8.5",286.1439,510,1,"Piperine(1)","30511-76-3","HMDB29377","C03882","RPLC_441","(M+H)+","1.3125","0.9986228","4.940898","0.9865291","NA","0","0.9925759","msDatabase_rplc0.0.2"
"pRPLC_352.2248_8.5",352.2248,510,1,"C16 Sphingosine 1-phosphate","NA","HMDB60061","NA","RPLC_394","(M+H)+","1.3125","0.9986228","4.940898","0.9865291","NA","0","0.9925759","msDatabase_rplc0.0.2"
"pRPLC_398.3266_8.9",398.3266,534,1,"C16:1 AC","NA","NA","NA","RPLC_395","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_rplc0.0.2"
"pRPLC_239.1642_8.9",239.1642,534,1,"C14:3,OH FA (Hydroxy-tetradecatrienoic acid)","0","0","0","RPLC_784","(M+H)+","0.5625","0.9997469","6","0.9801987","NA","0","0.9899728","msDatabase_rplc0.0.2"
"pRPLC_463.2326_9",463.2326,540,1,"6-Dehydrotestosterone glucuronide","NA","HMDB10337","C03033","RPLC_696","(M+H)+","3.507957","0.9902037","18","0.8352702","NA","0","0.912737","msDatabase_rplc0.0.2"
"pRPLC_373.2738_9.2",373.2738,552,1,"CHOLATE","NA","NA","NA","RPLC_344","(M+H-2H2O)+","0.3","0.999928","11.7621","0.92602","NA","0","0.962974","msDatabase_rplc0.0.2"
"pRPLC_424.3421_9.2",424.3421,552,1,"C18:2 AC","NA","HMDB06461","NA","RPLC_398","(M+H)+","1.237209","0.9987762","0","1","NA","0","0.9993881","msDatabase_rplc0.0.2"
"pRPLC_468.3085_9.3",468.3085,558,1,"LysoPC(14:0)","NA","HMDB10379","C04230","RPLC_407","(M+H)+","1.121056","0.9989951","0","1","NA","0","0.9994975","msDatabase_rplc0.0.2"
"pRPLC_380.2561_9.4",380.2561,564,1,"d-ribo Phytosphingosine 1-Phosphate","NA","NA","NA","RPLC_139","(M+H-H2O)+","0.1825","0.9999734","9","0.9559975","NA","0","0.9779854","msDatabase_rplc0.0.2"
"pRPLC_357.2788_9.5",357.2788,570,1,"Ursodeoxycholic acid","NA","NA","NA","RPLC_124","(M+H-2H2O)+","0.1","0.999992","26.4","0.6789553","NA","0","0.8394736","msDatabase_rplc0.0.2"
"pRPLC_426.3576_9.5",426.3576,570,1,"C18:1 AC","38677-66-6","HMDB05065","NA","RPLC_397","(M+H)+","1.231361","0.9987877","0","1","NA","0","0.9993939","msDatabase_rplc0.0.2"
"pRPLC_494.324_9.5",494.324,570,1,"LysoPC(16:1)","NA","HMDB10383","C04230","RPLC_410","(M+H)+","1.062056","0.999098","0","1","NA","0","0.999549","msDatabase_rplc0.0.2"
"pRPLC_382.2719_9.6",382.2719,576,1,"Sphinganine 1-phosphate","19794-97-9","HMDB01383","C01120","RPLC_448","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_rplc0.0.2"
"pRPLC_482.324_9.7",482.324,582,1,"LysoPC(15:0)","NA","HMDB10381","C04230","RPLC_408","(M+H)+","1.08848","0.9990526","0","1","NA","0","0.9995263","msDatabase_rplc0.0.2"
"pRPLC_478.2927_9.7",478.2927,582,1,"LysoPE(18:2)","NA","HMDB11477","NA","RPLC_428","(M+H)+","1.097654","0.9990366","0","1","NA","0","0.9995183","msDatabase_rplc0.0.2"
"pRPLC_502.2927_9.7",502.2927,582,1,"LysoPE(20:4)","NA","HMDB11487","NA","RPLC_431","(M+H)+","1.045207","0.9991264","0","1","NA","0","0.9995632","msDatabase_rplc0.0.2"
"pRPLC_526.2924_9.8",526.2924,588,1,"LysoPE(22:6)","NA","HMDB11496","NA","RPLC_433","(M+H)+","0.9975443","0.9992042","0","1","NA","0","0.9996021","msDatabase_rplc0.0.2"
"pRPLC_357.2786_9.8",357.2786,588,1,"Chenodeoxycholic Acid(2)","NA","HMDB0000518","NA","RPLC_861","(M+H-2H2O)+","0.0625","0.9999969","12","0.9231163","NA","0","0.9615566","msDatabase_rplc0.0.2"
"pRPLC_520.3396_9.8",520.3396,588,1,"LysoPC(18:2)","NA","HMDB10386","C04230","RPLC_413","(M+H)+","1.008956","0.9991859","0","1","NA","0","0.999593","msDatabase_rplc0.0.2"
"pRPLC_544.3392_9.8",544.3392,588,1,"LysoPC(20:4)","NA","HMDB10395","C04230","RPLC_418","(M+H)+","0.9644722","0.9992561","0","1","NA","0","0.9996281","msDatabase_rplc0.0.2"
"pRPLC_568.339_9.8",568.339,588,1,"LysoPC(22:6)","NA","HMDB10404","C04230","RPLC_421","(M+H)+","0.9237445","0.9993176","0","1","NA","0","0.9996588","msDatabase_rplc0.0.2"
"pRPLC_508.3397_9.9",508.3397,594,1,"LysoPE(20:1)","NA","HMDB11482","NA","RPLC_884","(M+H)+","0.9344145","0.9993017","12","0.9231163","NA","0","0.961209","msDatabase_rplc0.0.2"
"pRPLC_504.3082_10",504.3082,600,1,"LysoPE(20:3)","NA","HMDB11484","NA","RPLC_430","(M+H)+","1.04103","0.9991334","0","1","NA","0","0.9995667","msDatabase_rplc0.0.2"
"pRPLC_496.3395_10",496.3395,600,1,"LysoPC(16:0)","NA","HMDB10382","C04230","RPLC_409","(M+H)+","1.057744","0.9991053","0","1","NA","0","0.9995527","msDatabase_rplc0.0.2"
"pRPLC_546.3545_10.1",546.3545,606,1,"LysoPC(20:3)","NA","HMDB10393","C04230","RPLC_720","(M+H)+","0.7778832","0.999516","12","0.9231163","NA","0","0.9613162","msDatabase_rplc0.0.2"
"pRPLC_438.2976_10.2",438.2976,612,1,"LysoPE(P-16:0)","NA","HMDB11152","NA","RPLC_434","(M+H)+","1.197816","0.9988528","0","1","NA","0","0.9994264","msDatabase_rplc0.0.2"
"pRPLC_480.3446_10.3",480.3446,618,1,"LysoPC(P-16:0)","NA","HMDB10407","C04230","RPLC_423","(M+H)+","1.092965","0.9990448","0","1","NA","0","0.9995224","msDatabase_rplc0.0.2"
"pRPLC_572.3708_10.3",572.3708,618,1,"LysoPC(22:4)","NA","HMDB10401","C04230","RPLC_420","(M+H)+","0.9172376","0.9993272","0","1","NA","0","0.9996636","msDatabase_rplc0.0.2"
"pRPLC_510.3554_10.3",510.3554,618,1,"LysoPE(20:0)","NA","HMDB11481","NA","RPLC_580","(M+H)+","0.2449274","0.999952","18","0.8352702","NA","0","0.9176111","msDatabase_rplc0.0.2"
"pRPLC_431.3153_10.3",431.3153,618,1,"7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)","NA","HMDB12458","C17337","RPLC_869","(M+H)+","0.6375846","0.9996748","6","0.9801987","NA","0","0.9899368","msDatabase_rplc0.0.2"
"pRPLC_548.3709_10.4",548.3709,624,1,"LysoPC(20:2)","NA","HMDB10392","C04230","RPLC_416","(M+H)+","0.9573812","0.999267","0","1","NA","0","0.9996335","msDatabase_rplc0.0.2"
"pRPLC_506.3601_10.4",506.3601,624,1,"LysoPC(18:0)","5655-17-4","HMDB10384","C04230","RPLC_412","(M+H-H2O)+","0.8393236","0.9994366","12","0.9231163","NA","0","0.9612765","msDatabase_rplc0.0.2"
"pRPLC_269.2264_10.4",269.2264,624,1,"C20:4 FA (Arachidonic acid)","506-32-1","HMDB01043","C00219","RPLC_827","(M+H-2H2O)+","0.6875","0.9996219","0","1","NA","0","0.999811","msDatabase_rplc0.0.2"
"pRPLC_508.376_10.5",508.376,630,1,"LysoPC(P-18:0)","NA","HMDB13122","C04230","RPLC_424","(M+H)+","1.0327","0.9991472","0","1","NA","0","0.9995736","msDatabase_rplc0.0.2"
"pRPLC_482.3238_10.5",482.3238,630,1,"LysoPE(18:0)","NA","HMDB11129","NA","RPLC_427","(M+H)+","1.08848","0.9990526","0","1","NA","0","0.9995263","msDatabase_rplc0.0.2"
"pRPLC_417.3348_10.5",417.3348,630,1,"Dihydroxyvitamin D3(2)","NA","HMDB00430","NA","RPLC_595","(M+H)+","4.852219","0.981341","24","0.726149","NA","0","0.853745","msDatabase_rplc0.0.2"
"pRPLC_524.3708_10.6",524.3708,636,1,"LysoPC(18:0)","5655-17-4","HMDB10384","C04230","RPLC_412","(M+H)+","1.0012","0.9991984","0","1","NA","0","0.9995992","msDatabase_rplc0.0.2"
"pRPLC_550.3864_10.7",550.3864,642,1,"LysoPC(20:1)","NA","HMDB10391","C04230","RPLC_415","(M+H)+","0.9538753","0.9992724","0","1","NA","0","0.9996362","msDatabase_rplc0.0.2"
"pRPLC_676.417_10.7",676.417,642,1,"PS(28:2)","NA","HMDB12342","NA","RPLC_457","(M+H)+","0.7761484","0.9995182","0","1","NA","0","0.9997591","msDatabase_rplc0.0.2"
"pRPLC_538.3863_10.8",538.3863,648,1,"LysoPE(22:0)","NA","HMDB11490","NA","RPLC_432","(M+H)+","0.9751363","0.9992396","0","1","NA","0","0.9996198","msDatabase_rplc0.0.2"
"pRPLC_704.4472_10.9",704.4472,654,1,"PS(30:2)","NA","NA","NA","RPLC_459","(M+H)+","0.7452652","0.9995558","0","1","NA","0","0.9997779","msDatabase_rplc0.0.2"
"pRPLC_510.3913_10.9",510.3913,654,1,"LysoPC(O-18:0)","NA","HMDB11149","C04317","RPLC_422","(M+H)+","1.028623","0.9991539","0","1","NA","0","0.999577","msDatabase_rplc0.0.2"
"pRPLC_310.3104_11.1",310.3104,666,1,"Oleoyl Ethyl Amide","NA","NA","NA","RPLC_447","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_rplc0.0.2"
"pRPLC_552.402_11.1",552.402,666,1,"LysoPC(20:0)","NA","HMDB10390","C04230","RPLC_414","(M+H)+","0.9503948","0.9992777","0","1","NA","0","0.9996388","msDatabase_rplc0.0.2"
"pRPLC_706.4648_11.2",706.4648,672,1,"PS(30:1)","NA","NA","NA","RPLC_458","(M+H)+","0.7431368","0.9995583","0","1","NA","0","0.9997791","msDatabase_rplc0.0.2"
"pRPLC_730.4663_11.3",730.4663,678,1,"PS(32:3)","NA","NA","NA","RPLC_460","(M+H)+","0.718719","0.9995868","0","1","NA","0","0.9997934","msDatabase_rplc0.0.2"
"pRPLC_647.5116_11.7",647.5116,702,1,"SM(d18:1/12:0)","NA","HMDB12096","C00550","RPLC_461","(M+H)+","0.8107963","0.9994742","0","1","NA","0","0.9997371","msDatabase_rplc0.0.2"
"pRPLC_580.4347_11.8",580.4347,708,1,"LysoPC(22:0)","NA","HMDB10398","C04230","RPLC_419","(M+H)+","0.9044945","0.9993457","0","1","NA","0","0.9996729","msDatabase_rplc0.0.2"
"pRPLC_675.5429_12.6",675.5429,756,1,"SM(d18:1/14:0)","NA","HMDB12097","NA","RPLC_462","(M+H)+","0.7771527","0.9995169","0","1","NA","0","0.9997585","msDatabase_rplc0.0.2"
