"from","to","Correlation","p_value","fdr","from_name","to_name","from_number","to_number"
"exposome_genus_Acremonium","order_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Acremonium","order_unclassified_Bacteria",5,22
"exposome_genus_Acremonium","family_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Acremonium","family_unclassified_Bacteria",5,22
"exposome_genus_Acremonium","genus_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Acremonium","unclassified_Bacteria",5,22
"exposome_genus_Actinoplanes","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Actinoplanes","family_Prevotellaceae",2,17
"exposome_genus_Actinoplanes","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294,"Actinoplanes","Faecalibacterium",2,29
"exposome_genus_Adhaeribacter","class_Bacilli",-1,0.0166666666666667,1.77815125038364,"Adhaeribacter","class_Bacilli",3,32
"exposome_genus_Adhaeribacter","order_Lactobacillales",-1,0.0166666666666667,1.77815125038364,"Adhaeribacter","order_Lactobacillales",3,32
"exposome_genus_Adhaeribacter","family_Streptococcaceae",-1,0.0166666666666667,1.77815125038364,"Adhaeribacter","family_Streptococcaceae",3,32
"exposome_genus_Albophoma","genus_unclassified_Erysipelotrichaceae",-0.917662935482247,0.0280084560101462,1.55271083136763,"Albophoma","unclassified_Erysipelotrichaceae",1,10
"exposome_genus_Aliterella","genus_unclassified_Coriobacteriaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Aliterella","unclassified_Coriobacteriaceae",1,17
"exposome_genus_Alkanindiges","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364,"Alkanindiges","Faecalibacterium",1,29
"exposome_genus_Alternaria","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Alternaria","family_Prevotellaceae",2,17
"exposome_genus_Alternaria","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294,"Alternaria","Faecalibacterium",2,29
"exposome_genus_Amanita","family_Peptostreptococcaceae",1,0.0166666666666667,1.77815125038364,"Amanita","family_Peptostreptococcaceae",5,29
"exposome_genus_Amanita","family_unclassified_Clostridiales",-1,0.0166666666666667,1.77815125038364,"Amanita","family_unclassified_Clostridiales",5,29
"exposome_genus_Amanita","genus_Clostridium.XI",1,0.0166666666666667,1.77815125038364,"Amanita","Clostridium.XI",5,29
"exposome_genus_Amanita","genus_Clostridium.XlVa",1,0.0166666666666667,1.77815125038364,"Amanita","Clostridium.XlVa",5,29
"exposome_genus_Amanita","genus_unclassified_Clostridiales",-1,0.0166666666666667,1.77815125038364,"Amanita","unclassified_Clostridiales",5,29
"exposome_genus_Amorphotheca","genus_Faecalibacterium",-1,0.0166666666666667,1.77815125038364,"Amorphotheca","Faecalibacterium",1,29
"exposome_genus_Anabaena","family_Peptostreptococcaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anabaena","family_Peptostreptococcaceae",5,29
"exposome_genus_Anabaena","family_unclassified_Clostridiales",0.974679434480896,0.00481823046819854,2.31711243043294,"Anabaena","family_unclassified_Clostridiales",5,29
"exposome_genus_Anabaena","genus_Clostridium.XI",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anabaena","Clostridium.XI",5,29
"exposome_genus_Anabaena","genus_Clostridium.XlVa",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anabaena","Clostridium.XlVa",5,29
"exposome_genus_Anabaena","genus_unclassified_Clostridiales",0.974679434480896,0.00481823046819854,2.31711243043294,"Anabaena","unclassified_Clostridiales",5,29
"exposome_genus_Ananas","genus_Butyricicoccus",0.974679434480896,0.00481823046819854,2.31711243043294,"Ananas","Butyricicoccus",2,2
"exposome_genus_Ananas","genus_Clostridium.XlVb",-0.974679434480896,0.00481823046819854,2.31711243043294,"Ananas","Clostridium.XlVb",2,2
"exposome_genus_Anoxybacillus","class_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anoxybacillus","class_unclassified_Firmicutes",6,12
"exposome_genus_Anoxybacillus","order_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anoxybacillus","order_unclassified_Firmicutes",6,12
"exposome_genus_Anoxybacillus","family_Clostridiales_Incertae.Sedis.XIII",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anoxybacillus","family_Clostridiales_Incertae.Sedis.XIII",6,4
"exposome_genus_Anoxybacillus","family_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anoxybacillus","family_unclassified_Firmicutes",6,12
"exposome_genus_Anoxybacillus","genus_Anaerovorax",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anoxybacillus","Anaerovorax",6,4
"exposome_genus_Anoxybacillus","genus_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Anoxybacillus","unclassified_Firmicutes",6,12
"exposome_genus_Anthracocystis","class_Bacilli",1,0.0166666666666667,1.77815125038364,"Anthracocystis","class_Bacilli",3,32
"exposome_genus_Anthracocystis","order_Lactobacillales",1,0.0166666666666667,1.77815125038364,"Anthracocystis","order_Lactobacillales",3,32
"exposome_genus_Anthracocystis","family_Streptococcaceae",1,0.0166666666666667,1.77815125038364,"Anthracocystis","family_Streptococcaceae",3,32
"exposome_genus_Arcticibacter","genus_Bilophila",-0.974679434480896,0.00481823046819854,2.31711243043294,"Arcticibacter","Bilophila",1,4
"exposome_genus_Ascocoryne","phylum_Bacteroidetes",1,0.0166666666666667,1.77815125038364,"Ascocoryne","phylum_Bacteroidetes",6,6
"exposome_genus_Ascocoryne","class_Bacteroidia",1,0.0166666666666667,1.77815125038364,"Ascocoryne","class_Bacteroidia",6,6
"exposome_genus_Ascocoryne","order_Bacteroidales",1,0.0166666666666667,1.77815125038364,"Ascocoryne","order_Bacteroidales",6,6
"exposome_genus_Ascocoryne","family_Bacteroidaceae",1,0.0166666666666667,1.77815125038364,"Ascocoryne","family_Bacteroidaceae",6,6
"exposome_genus_Ascocoryne","genus_Bacteroides",1,0.0166666666666667,1.77815125038364,"Ascocoryne","Bacteroides",6,6
"exposome_genus_Ascocoryne","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",-1,0.0166666666666667,1.77815125038364,"Ascocoryne","unclassified_Clostridiales_Incertae.Sedis.XIII",6,6
"exposome_genus_Athelia","family_Peptostreptococcaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Athelia","family_Peptostreptococcaceae",6,29
"exposome_genus_Athelia","family_unclassified_Clostridiales",-0.974679434480896,0.00481823046819854,2.31711243043294,"Athelia","family_unclassified_Clostridiales",6,29
"exposome_genus_Athelia","genus_Clostridium.XI",0.974679434480896,0.00481823046819854,2.31711243043294,"Athelia","Clostridium.XI",6,29
"exposome_genus_Athelia","genus_Clostridium.XlVa",0.974679434480896,0.00481823046819854,2.31711243043294,"Athelia","Clostridium.XlVa",6,29
"exposome_genus_Athelia","genus_Dorea",-0.974679434480896,0.00481823046819854,2.31711243043294,"Athelia","Dorea",6,1
"exposome_genus_Athelia","genus_unclassified_Clostridiales",-0.974679434480896,0.00481823046819854,2.31711243043294,"Athelia","unclassified_Clostridiales",6,29
"exposome_genus_Bacillus","phylum_Verrucomicrobia",1,0.0166666666666667,1.77815125038364,"Bacillus","phylum_Verrucomicrobia",7,23
"exposome_genus_Bacillus","class_Verrucomicrobiae",1,0.0166666666666667,1.77815125038364,"Bacillus","class_Verrucomicrobiae",7,23
"exposome_genus_Bacillus","order_Verrucomicrobiales",1,0.0166666666666667,1.77815125038364,"Bacillus","order_Verrucomicrobiales",7,23
"exposome_genus_Bacillus","family_Verrucomicrobiaceae",1,0.0166666666666667,1.77815125038364,"Bacillus","family_Verrucomicrobiaceae",7,23
"exposome_genus_Bacillus","genus_Akkermansia",1,0.0166666666666667,1.77815125038364,"Bacillus","Akkermansia",7,23
"exposome_genus_Bacillus","genus_Oscillibacter",1,0.0166666666666667,1.77815125038364,"Bacillus","Oscillibacter",7,23
"exposome_genus_Bacillus","genus_Parabacteroides",1,0.0166666666666667,1.77815125038364,"Bacillus","Parabacteroides",7,23
"exposome_genus_Baeospora","family_Peptostreptococcaceae",1,0.0166666666666667,1.77815125038364,"Baeospora","family_Peptostreptococcaceae",5,29
"exposome_genus_Baeospora","family_unclassified_Clostridiales",-1,0.0166666666666667,1.77815125038364,"Baeospora","family_unclassified_Clostridiales",5,29
"exposome_genus_Baeospora","genus_Clostridium.XI",1,0.0166666666666667,1.77815125038364,"Baeospora","Clostridium.XI",5,29
"exposome_genus_Baeospora","genus_Clostridium.XlVa",1,0.0166666666666667,1.77815125038364,"Baeospora","Clostridium.XlVa",5,29
"exposome_genus_Baeospora","genus_unclassified_Clostridiales",-1,0.0166666666666667,1.77815125038364,"Baeospora","unclassified_Clostridiales",5,29
"exposome_genus_Basidioascus","phylum_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","phylum_Firmicutes",8,10
"exposome_genus_Basidioascus","class_Clostridia",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","class_Clostridia",8,10
"exposome_genus_Basidioascus","class_Gammaproteobacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","class_Gammaproteobacteria",8,10
"exposome_genus_Basidioascus","order_Clostridiales",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","order_Clostridiales",8,10
"exposome_genus_Basidioascus","order_Enterobacteriales",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","order_Enterobacteriales",8,10
"exposome_genus_Basidioascus","family_Enterobacteriaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","family_Enterobacteriaceae",8,10
"exposome_genus_Basidioascus","genus_Coprococcus",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","Coprococcus",8,10
"exposome_genus_Basidioascus","genus_Holdemania",-0.974679434480896,0.00481823046819854,2.31711243043294,"Basidioascus","Holdemania",8,10
"exposome_genus_Betula","phylum_Proteobacteria",-1,0.0166666666666667,1.77815125038364,"Betula","phylum_Proteobacteria",4,9
"exposome_genus_Betula","family_Ruminococcaceae",1,0.0166666666666667,1.77815125038364,"Betula","family_Ruminococcaceae",4,9
"exposome_genus_Betula","genus_Flavonifractor",1,0.0166666666666667,1.77815125038364,"Betula","Flavonifractor",4,9
"exposome_genus_Betula","genus_Streptococcus",-1,0.0166666666666667,1.77815125038364,"Betula","Streptococcus",4,9
"exposome_genus_Beverwykella","phylum_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Beverwykella","phylum_unclassified_Bacteria",5,22
"exposome_genus_Beverwykella","class_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Beverwykella","class_unclassified_Bacteria",5,22
"exposome_genus_Beverwykella","order_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Beverwykella","order_unclassified_Bacteria",5,22
"exposome_genus_Beverwykella","family_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Beverwykella","family_unclassified_Bacteria",5,22
"exposome_genus_Beverwykella","genus_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Beverwykella","unclassified_Bacteria",5,22
"exposome_genus_Biatriospora","genus_Bilophila",-0.974679434480896,0.00481823046819854,2.31711243043294,"Biatriospora","Bilophila",1,4
"exposome_genus_Biomphalaria","phylum_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Biomphalaria","phylum_unclassified_Bacteria",5,22
"exposome_genus_Biomphalaria","class_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Biomphalaria","class_unclassified_Bacteria",5,22
"exposome_genus_Biomphalaria","order_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Biomphalaria","order_unclassified_Bacteria",5,22
"exposome_genus_Biomphalaria","family_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Biomphalaria","family_unclassified_Bacteria",5,22
"exposome_genus_Biomphalaria","genus_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Biomphalaria","unclassified_Bacteria",5,22
"exposome_genus_Bipolaris","class_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Bipolaris","class_unclassified_Firmicutes",6,12
"exposome_genus_Bipolaris","order_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Bipolaris","order_unclassified_Firmicutes",6,12
"exposome_genus_Bipolaris","family_Clostridiales_Incertae.Sedis.XIII",-0.974679434480896,0.00481823046819854,2.31711243043294,"Bipolaris","family_Clostridiales_Incertae.Sedis.XIII",6,4
"exposome_genus_Bipolaris","family_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Bipolaris","family_unclassified_Firmicutes",6,12
"exposome_genus_Bipolaris","genus_Anaerovorax",-0.974679434480896,0.00481823046819854,2.31711243043294,"Bipolaris","Anaerovorax",6,4
"exposome_genus_Bipolaris","genus_unclassified_Firmicutes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Bipolaris","unclassified_Firmicutes",6,12
"exposome_genus_Botryobasidium","class_Bacilli",1,0.0166666666666667,1.77815125038364,"Botryobasidium","class_Bacilli",3,32
"exposome_genus_Botryobasidium","order_Lactobacillales",1,0.0166666666666667,1.77815125038364,"Botryobasidium","order_Lactobacillales",3,32
"exposome_genus_Botryobasidium","family_Streptococcaceae",1,0.0166666666666667,1.77815125038364,"Botryobasidium","family_Streptococcaceae",3,32
"exposome_genus_Botryosphaeria","phylum_Actinobacteria",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","phylum_Actinobacteria",18,5
"exposome_genus_Botryosphaeria","phylum_Firmicutes",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","phylum_Firmicutes",18,10
"exposome_genus_Botryosphaeria","class_Actinobacteria",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","class_Actinobacteria",18,5
"exposome_genus_Botryosphaeria","class_Clostridia",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","class_Clostridia",18,10
"exposome_genus_Botryosphaeria","class_Erysipelotrichia",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","class_Erysipelotrichia",18,5
"exposome_genus_Botryosphaeria","class_Gammaproteobacteria",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","class_Gammaproteobacteria",18,10
"exposome_genus_Botryosphaeria","order_Clostridiales",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","order_Clostridiales",18,10
"exposome_genus_Botryosphaeria","order_Coriobacteriales",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","order_Coriobacteriales",18,5
"exposome_genus_Botryosphaeria","order_Enterobacteriales",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","order_Enterobacteriales",18,10
"exposome_genus_Botryosphaeria","order_Erysipelotrichales",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","order_Erysipelotrichales",18,5
"exposome_genus_Botryosphaeria","family_Coriobacteriaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","family_Coriobacteriaceae",18,5
"exposome_genus_Botryosphaeria","family_Enterobacteriaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","family_Enterobacteriaceae",18,10
"exposome_genus_Botryosphaeria","family_Erysipelotrichaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","family_Erysipelotrichaceae",18,5
"exposome_genus_Botryosphaeria","genus_Coprococcus",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","Coprococcus",18,10
"exposome_genus_Botryosphaeria","genus_Holdemania",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","Holdemania",18,10
"exposome_genus_Botryosphaeria","genus_Lachnospiracea_incertae_sedis",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","Lachnospiracea_incertae_sedis",18,5
"exposome_genus_Botryosphaeria","genus_Prevotella",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","Prevotella",18,5
"exposome_genus_Botryosphaeria","genus_Ruminococcus",0.974679434480896,0.00481823046819854,2.31711243043294,"Botryosphaeria","Ruminococcus",18,5
"exposome_genus_Botrytis","phylum_Verrucomicrobia",-1,0.0166666666666667,1.77815125038364,"Botrytis","phylum_Verrucomicrobia",7,23
"exposome_genus_Botrytis","class_Verrucomicrobiae",-1,0.0166666666666667,1.77815125038364,"Botrytis","class_Verrucomicrobiae",7,23
"exposome_genus_Botrytis","order_Verrucomicrobiales",-1,0.0166666666666667,1.77815125038364,"Botrytis","order_Verrucomicrobiales",7,23
"exposome_genus_Botrytis","family_Verrucomicrobiaceae",-1,0.0166666666666667,1.77815125038364,"Botrytis","family_Verrucomicrobiaceae",7,23
"exposome_genus_Botrytis","genus_Akkermansia",-1,0.0166666666666667,1.77815125038364,"Botrytis","Akkermansia",7,23
"exposome_genus_Botrytis","genus_Oscillibacter",-1,0.0166666666666667,1.77815125038364,"Botrytis","Oscillibacter",7,23
"exposome_genus_Botrytis","genus_Parabacteroides",-1,0.0166666666666667,1.77815125038364,"Botrytis","Parabacteroides",7,23
"exposome_genus_Brevibacillus","phylum_Verrucomicrobia",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","phylum_Verrucomicrobia",8,23
"exposome_genus_Brevibacillus","class_Verrucomicrobiae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","class_Verrucomicrobiae",8,23
"exposome_genus_Brevibacillus","order_Verrucomicrobiales",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","order_Verrucomicrobiales",8,23
"exposome_genus_Brevibacillus","family_Verrucomicrobiaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","family_Verrucomicrobiaceae",8,23
"exposome_genus_Brevibacillus","genus_Akkermansia",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","Akkermansia",8,23
"exposome_genus_Brevibacillus","genus_Anaerotruncus",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","Anaerotruncus",8,10
"exposome_genus_Brevibacillus","genus_Oscillibacter",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","Oscillibacter",8,23
"exposome_genus_Brevibacillus","genus_Parabacteroides",-0.974679434480896,0.00481823046819854,2.31711243043294,"Brevibacillus","Parabacteroides",8,23
"exposome_genus_Bulleromyces","genus_Clostridium.XVIII",1,0.0166666666666667,1.77815125038364,"Bulleromyces","Clostridium.XVIII",2,2
"exposome_genus_Bulleromyces","genus_unclassified_Erysipelotrichaceae",-0.974679434480896,0.00481823046819854,2.01608243476895,"Bulleromyces","unclassified_Erysipelotrichaceae",2,10
"exposome_genus_Burkholderia","genus_Bilophila",-0.974679434480896,0.00481823046819854,2.31711243043294,"Burkholderia","Bilophila",1,4
"exposome_genus_Byssochlamys","genus_Faecalibacterium",-1,0.0166666666666667,1.77815125038364,"Byssochlamys","Faecalibacterium",1,29
"exposome_genus_Calycina","phylum_Proteobacteria",0.974679434480896,0.00481823046819854,2.31711243043294,"Calycina","phylum_Proteobacteria",7,9
"exposome_genus_Calycina","class_Bacilli",0.974679434480896,0.00481823046819854,2.31711243043294,"Calycina","class_Bacilli",7,32
"exposome_genus_Calycina","order_Lactobacillales",0.974679434480896,0.00481823046819854,2.31711243043294,"Calycina","order_Lactobacillales",7,32
"exposome_genus_Calycina","family_Ruminococcaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Calycina","family_Ruminococcaceae",7,9
"exposome_genus_Calycina","family_Streptococcaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Calycina","family_Streptococcaceae",7,32
"exposome_genus_Calycina","genus_Flavonifractor",-0.974679434480896,0.00481823046819854,2.31711243043294,"Calycina","Flavonifractor",7,9
"exposome_genus_Calycina","genus_Streptococcus",0.974679434480896,0.00481823046819854,2.31711243043294,"Calycina","Streptococcus",7,9
"exposome_genus_Capnocytophaga","phylum_Verrucomicrobia",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","phylum_Verrucomicrobia",8,23
"exposome_genus_Capnocytophaga","class_Verrucomicrobiae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","class_Verrucomicrobiae",8,23
"exposome_genus_Capnocytophaga","order_Verrucomicrobiales",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","order_Verrucomicrobiales",8,23
"exposome_genus_Capnocytophaga","family_Verrucomicrobiaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","family_Verrucomicrobiaceae",8,23
"exposome_genus_Capnocytophaga","genus_Akkermansia",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","Akkermansia",8,23
"exposome_genus_Capnocytophaga","genus_Anaerotruncus",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","Anaerotruncus",8,10
"exposome_genus_Capnocytophaga","genus_Oscillibacter",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","Oscillibacter",8,23
"exposome_genus_Capnocytophaga","genus_Parabacteroides",-0.974679434480896,0.00481823046819854,2.31711243043294,"Capnocytophaga","Parabacteroides",8,23
"exposome_genus_Cellvibrio","family_Porphyromonadaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Cellvibrio","family_Porphyromonadaceae",4,9
"exposome_genus_Cellvibrio","family_Veillonellaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Cellvibrio","family_Veillonellaceae",4,9
"exposome_genus_Cellvibrio","genus_Butyricimonas",-0.974679434480896,0.00481823046819854,2.31711243043294,"Cellvibrio","Butyricimonas",4,9
"exposome_genus_Cellvibrio","genus_Veillonella",-0.974679434480896,0.00481823046819854,2.31711243043294,"Cellvibrio","Veillonella",4,9
"exposome_genus_Cercospora","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Cercospora","family_Prevotellaceae",2,17
"exposome_genus_Cercospora","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294,"Cercospora","Faecalibacterium",2,29
"exposome_genus_Chrysoporthe","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364,"Chrysoporthe","Faecalibacterium",1,29
"exposome_genus_Cladonia","genus_Barnesiella",-0.974679434480896,0.00481823046819854,2.31711243043294,"Cladonia","Barnesiella",3,12
"exposome_genus_Cladonia","genus_Clostridium.IV",-0.974679434480896,0.00481823046819854,2.31711243043294,"Cladonia","Clostridium.IV",3,12
"exposome_genus_Cladonia","genus_unclassified_Ruminococcaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Cladonia","unclassified_Ruminococcaceae",3,12
"exposome_genus_Cladosporium","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364,"Cladosporium","Faecalibacterium",1,29
"exposome_genus_Clonostachys","phylum_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Clonostachys","phylum_unclassified_Bacteria",5,22
"exposome_genus_Clonostachys","class_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Clonostachys","class_unclassified_Bacteria",5,22
"exposome_genus_Clonostachys","order_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Clonostachys","order_unclassified_Bacteria",5,22
"exposome_genus_Clonostachys","family_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Clonostachys","family_unclassified_Bacteria",5,22
"exposome_genus_Clonostachys","genus_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Clonostachys","unclassified_Bacteria",5,22
"exposome_genus_Colletotrichum","phylum_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Colletotrichum","phylum_unclassified_Bacteria",5,22
"exposome_genus_Colletotrichum","class_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Colletotrichum","class_unclassified_Bacteria",5,22
"exposome_genus_Colletotrichum","order_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Colletotrichum","order_unclassified_Bacteria",5,22
"exposome_genus_Colletotrichum","family_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Colletotrichum","family_unclassified_Bacteria",5,22
"exposome_genus_Colletotrichum","genus_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Colletotrichum","unclassified_Bacteria",5,22
"exposome_genus_Coniophora","family_Peptostreptococcaceae",1,0.0166666666666667,1.77815125038364,"Coniophora","family_Peptostreptococcaceae",5,29
"exposome_genus_Coniophora","family_unclassified_Clostridiales",-1,0.0166666666666667,1.77815125038364,"Coniophora","family_unclassified_Clostridiales",5,29
"exposome_genus_Coniophora","genus_Clostridium.XI",1,0.0166666666666667,1.77815125038364,"Coniophora","Clostridium.XI",5,29
"exposome_genus_Coniophora","genus_Clostridium.XlVa",1,0.0166666666666667,1.77815125038364,"Coniophora","Clostridium.XlVa",5,29
"exposome_genus_Coniophora","genus_unclassified_Clostridiales",-1,0.0166666666666667,1.77815125038364,"Coniophora","unclassified_Clostridiales",5,29
"exposome_genus_Coniosporium","phylum_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coniosporium","phylum_unclassified_Bacteria",5,22
"exposome_genus_Coniosporium","class_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coniosporium","class_unclassified_Bacteria",5,22
"exposome_genus_Coniosporium","order_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coniosporium","order_unclassified_Bacteria",5,22
"exposome_genus_Coniosporium","family_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coniosporium","family_unclassified_Bacteria",5,22
"exposome_genus_Coniosporium","genus_unclassified_Bacteria",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coniosporium","unclassified_Bacteria",5,22
"exposome_genus_Coprinopsis","class_Betaproteobacteria",0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","class_Betaproteobacteria",11,34
"exposome_genus_Coprinopsis","order_Burkholderiales",0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","order_Burkholderiales",11,34
"exposome_genus_Coprinopsis","family_Clostridiaceae.1",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","family_Clostridiaceae.1",11,34
"exposome_genus_Coprinopsis","family_Rikenellaceae",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","family_Rikenellaceae",11,34
"exposome_genus_Coprinopsis","family_Sutterellaceae",0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","family_Sutterellaceae",11,34
"exposome_genus_Coprinopsis","genus_Alistipes",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","Alistipes",11,34
"exposome_genus_Coprinopsis","genus_Clostridium.sensu.stricto",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","Clostridium.sensu.stricto",11,34
"exposome_genus_Coprinopsis","genus_Eggerthella",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","Eggerthella",11,34
"exposome_genus_Coprinopsis","genus_Odoribacter",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","Odoribacter",11,34
"exposome_genus_Coprinopsis","genus_Parasutterella",-0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","Parasutterella",11,34
"exposome_genus_Coprinopsis","genus_Roseburia",0.974679434480896,0.00481823046819854,2.31711243043294,"Coprinopsis","Roseburia",11,34
