"from","to","cor","p_value","p_adjust","from_id","to_id"
"PM2000","PM1976",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Mono-n-butyl phthalate"
"PM2000","PM2619",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Ethion"
"PM2000","PM2297",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Parathion"
"PM2000","NM1340",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","4-Nitrophenol"
"PM2000","PM1015",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Ethylparaben"
"PM2000","PM1499",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Aldicarb"
"PM2000","PM1849",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Aminocarb"
"PM2000","PM2255",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Fenitrothion"
"PM2000","PM1860",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Ethirimol"
"PM2000","PM2201",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Diethofencarb"
"PM2000","NM2328",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Methylparaben"
"PM2000","PM2002",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Chrysene"
"PM2000","PM1926",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","7H-Benzo[c]fluorene"
"PM2000","PM0834",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Chloral"
"PM2000","PM1996",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Cyclopenta[cd]pyrene"
"PM2000","PM0711",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Dimethyl sulfate"
"PM2000","PM1768",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","2-Amino-3-methylimidazo(4,5-f)quinoline"
"PM2000","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"2,4,6-Trinitrotoluene","Fusarin C"
"PM2000","NM4281",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Saxitoxin"
"PM2000","NM3747",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Oxybenzone"
"PM2000","NM1240",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","4-Hydroxybenzoic acid"
"PM1180","PM3023",-1,0.0166666666666667,0.0166944213155704,"2,4-Dinitrotoluene","Ergotamine"
"PM1180","PM2226",-1,0.0166666666666667,0.0166944213155704,"2,4-Dinitrotoluene","Estrone"
"NM4287","PM2688",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","Perfluorohexanesulfonic acid (PFHxS)"
"NM4287","NM3850",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","Bentazone"
"NM4287","PM2632",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","1,2,3,7,8,9-Hexachlorodibenzo-P-dioxin"
"NM4287","PM2134",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","Benzo[a]pyrene"
"NM4287","PM2293",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","3,4,4',5-Tetrachlorobiphenyl (PCB 81)"
"NM4287","PM2126",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","Bisphenol S"
"NM4287","PM2384",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","Zearalenone"
"NM4287","PM1040",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","4-Ipomeanol"
"NM4287","PM2312",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","Norethindrone"
"NM4287","PM2158",1,0.0166666666666667,0.0166944213155704,"Perfluorobutanesulfonic acid (PFBS)","Tonalid"
"PM2540","PM1976",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Mono-n-butyl phthalate"
"PM2540","PM2619",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Ethion"
"PM2540","PM2297",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Parathion"
"PM2540","NM1340",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","4-Nitrophenol"
"PM2540","PM1015",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Ethylparaben"
"PM2540","PM1499",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Aldicarb"
"PM2540","PM1849",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Aminocarb"
"PM2540","PM2255",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Fenitrothion"
"PM2540","PM1860",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Ethirimol"
"PM2540","PM2201",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Diethofencarb"
"PM2540","NM2328",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Methylparaben"
"PM2540","PM2002",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Chrysene"
"PM2540","PM1926",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","7H-Benzo[c]fluorene"
"PM2540","PM0834",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Chloral"
"PM2540","PM1996",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Cyclopenta[cd]pyrene"
"PM2540","PM0711",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Dimethyl sulfate"
"PM2540","PM1768",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","2-Amino-3-methylimidazo(4,5-f)quinoline"
"PM2540","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Fusarin C"
"PM2540","NM4281",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Saxitoxin"
"PM2540","NM3747",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","Oxybenzone"
"PM2540","NM1240",1,0.0166666666666667,0.0166944213155704,"Perfluoroheptanoic acid (PFHpA)","4-Hydroxybenzoic acid"
"PM2688","NM3850",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","Bentazone"
"PM2688","PM2632",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","1,2,3,7,8,9-Hexachlorodibenzo-P-dioxin"
"PM2688","PM2134",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","Benzo[a]pyrene"
"PM2688","PM2293",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","3,4,4',5-Tetrachlorobiphenyl (PCB 81)"
"PM2688","PM2126",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","Bisphenol S"
"PM2688","PM2384",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","Zearalenone"
"PM2688","PM1040",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","4-Ipomeanol"
"PM2688","PM2312",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","Norethindrone"
"PM2688","PM2158",1,0.0166666666666667,0.0166944213155704,"Perfluorohexanesulfonic acid (PFHxS)","Tonalid"
"PM2739","PM2198",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Triisobutyl phosphate"
"PM2739","PM2702",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Azoxystrobin"
"PM2739","PM2246",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Disulfoton"
"PM2739","PM1048",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Glyphosate"
"PM2739","NM0692",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Benzoic acid"
"PM2739","PM0996",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Fenuron"
"PM2739","PM1944",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Thiofanox"
"PM2739","PM1990",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Prometon"
"PM2739","NM3471",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Propoxur"
"PM2739","PM2493",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","1,2,3,7,8-Pentachlorodibenzo-P-dioxin"
"PM2739","PM0716",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Naphthalene"
"PM2739","PM1121",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Anthracene"
"PM2739","PM1810",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Pyrene"
"PM2739","NM3981",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Benzo[b]fluoranthene"
"PM2739","PM2151",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","2,4,4'-Trichlorobiphenyl (PCB 28)"
"PM2739","PM1704",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Dichloronaphthalene"
"PM2739","PM1795",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Bisphenol F"
"PM2739","NM0104",-1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Ethyl carbamate"
"PM2739","PM1927",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Bergapten"
"PM2739","NM1145",-0.974679434480896,0.00481823046819854,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","4-Nitrotoluene"
"PM2739","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Fusarin C"
"PM2739","PM2594",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Fumitremorgin C"
"PM2739","PM2308",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Ethinylestradiol"
"PM2739","PM2286",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Testosterone"
"PM2739","PM2159",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Galaxolide"
"PM2739","PM1900",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Clofibric acid"
"PM2739","PM2804",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Budesonide"
"PM2739","PM2019",1,0.0166666666666667,0.0166944213155704,"Perfluorooctanoic acid (PFOA)","Naproxen"
"PM2871","PM1971",-1,0.0166666666666667,0.0166944213155704,"Perfluorononanoic acid (PFNA)","Carbofuran"
"NM3534","PM2532",-1,0.0166666666666667,0.0166944213155704,"Heptafluorobutyric acid","Hydrocortisone"
"PM2367","PM2850",1,0.0166666666666667,0.0166944213155704,"Benzyl butyl phthalate","Tris(4-isopropylphenyl) phosphate"
"PM2367","PM1811",1,0.0166666666666667,0.0166944213155704,"Benzyl butyl phthalate","Fluoranthene"
"PM2367","NM2174",-1,0.0166666666666667,0.0166944213155704,"Benzyl butyl phthalate","Methylnitronitrosoguanidine"
"PM2367","PM1838",1,0.0166666666666667,0.0166944213155704,"Benzyl butyl phthalate","Ibuprofen"
"PM2260","PM1890",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Simetryn"
"PM2260","PM1936",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Pyracarbolid"
"PM2260","PM0901",-1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Acenaphthylene"
"PM2260","NM2977",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Phenanthrene"
"PM2260","PM2291",-1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","3,3′,4,4′-Tetrachlorobiphenyl (PCB77)"
"PM2260","PM2187",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Tetrachloronaphthalene"
"PM2260","NM4350",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Hexachloronaphthalene"
"PM2260","PM2004",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Bisphenol A"
"PM2260","PM0320",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","N-Nitrosodiethylamine"
"PM2260","PM0682",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Styrene oxide"
"PM2260","PM2143",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Enzacamene"
"PM2260","NM4256",1,0.0166666666666667,0.0166944213155704,"Mono(2-ethylhexyl) phthalate","Diclofenac"
"PM1976","PM2619",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Ethion"
"PM1976","PM2297",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Parathion"
"PM1976","NM1340",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","4-Nitrophenol"
"PM1976","PM1015",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Ethylparaben"
"PM1976","PM1499",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Aldicarb"
"PM1976","PM1849",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Aminocarb"
"PM1976","PM2255",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Fenitrothion"
"PM1976","PM1860",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Ethirimol"
"PM1976","PM2201",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Diethofencarb"
"PM1976","NM2328",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Methylparaben"
"PM1976","PM2002",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Chrysene"
"PM1976","PM1926",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","7H-Benzo[c]fluorene"
"PM1976","PM0834",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Chloral"
"PM1976","PM1996",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Cyclopenta[cd]pyrene"
"PM1976","PM0711",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Dimethyl sulfate"
"PM1976","PM1768",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","2-Amino-3-methylimidazo(4,5-f)quinoline"
"PM1976","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Mono-n-butyl phthalate","Fusarin C"
"PM1976","NM4281",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Saxitoxin"
"PM1976","NM3747",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","Oxybenzone"
"PM1976","NM1240",1,0.0166666666666667,0.0166944213155704,"Mono-n-butyl phthalate","4-Hydroxybenzoic acid"
"NM1446","PM1935",-1,0.0166666666666667,0.0166944213155704,"Trimethyl Phosphate","Pymetrozin"
"NM1446","NM2680",1,0.0166666666666667,0.0166944213155704,"Trimethyl Phosphate","Tetrachloroethylene"
"NM1446","NM4337",-1,0.0166666666666667,0.0166944213155704,"Trimethyl Phosphate","Zeranol"
"NM1446","NM1254",-0.974679434480896,0.00481823046819854,0.0166944213155704,"Trimethyl Phosphate","Salicylic acid"
"PM2198","PM2702",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Azoxystrobin"
"PM2198","PM2246",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Disulfoton"
"PM2198","PM1048",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Glyphosate"
"PM2198","NM0692",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Benzoic acid"
"PM2198","PM0996",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Fenuron"
"PM2198","PM1944",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Thiofanox"
"PM2198","PM1990",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Prometon"
"PM2198","NM3471",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Propoxur"
"PM2198","PM2493",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","1,2,3,7,8-Pentachlorodibenzo-P-dioxin"
"PM2198","PM0716",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Naphthalene"
"PM2198","PM1121",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Anthracene"
"PM2198","PM1810",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Pyrene"
"PM2198","NM3981",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Benzo[b]fluoranthene"
"PM2198","PM2151",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","2,4,4'-Trichlorobiphenyl (PCB 28)"
"PM2198","PM1704",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Dichloronaphthalene"
"PM2198","PM1795",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Bisphenol F"
"PM2198","NM0104",-1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Ethyl carbamate"
"PM2198","PM1927",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Bergapten"
"PM2198","NM1145",-0.974679434480896,0.00481823046819854,0.0166944213155704,"Triisobutyl phosphate","4-Nitrotoluene"
"PM2198","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Triisobutyl phosphate","Fusarin C"
"PM2198","PM2594",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Fumitremorgin C"
"PM2198","PM2308",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Ethinylestradiol"
"PM2198","PM2286",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Testosterone"
"PM2198","PM2159",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Galaxolide"
"PM2198","PM1900",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Clofibric acid"
"PM2198","PM2804",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Budesonide"
"PM2198","PM2019",1,0.0166666666666667,0.0166944213155704,"Triisobutyl phosphate","Naproxen"
"PM2850","PM1811",1,0.0166666666666667,0.0166944213155704,"Tris(4-isopropylphenyl) phosphate","Fluoranthene"
"PM2850","NM2174",-1,0.0166666666666667,0.0166944213155704,"Tris(4-isopropylphenyl) phosphate","Methylnitronitrosoguanidine"
"PM2850","PM1838",1,0.0166666666666667,0.0166944213155704,"Tris(4-isopropylphenyl) phosphate","Ibuprofen"
"PM3067","NM4303",0.974679434480896,0.00481823046819854,0.0166944213155704,"Tetrabromobisphenol A diallyl ether","Fenazaquin"
"PM2702","PM2246",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Disulfoton"
"PM2702","PM1048",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Glyphosate"
"PM2702","NM0692",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Benzoic acid"
"PM2702","PM0996",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Fenuron"
"PM2702","PM1944",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Thiofanox"
"PM2702","PM1990",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Prometon"
"PM2702","NM3471",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Propoxur"
"PM2702","PM2493",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","1,2,3,7,8-Pentachlorodibenzo-P-dioxin"
"PM2702","PM0716",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Naphthalene"
"PM2702","PM1121",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Anthracene"
"PM2702","PM1810",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Pyrene"
"PM2702","NM3981",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Benzo[b]fluoranthene"
"PM2702","PM2151",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","2,4,4'-Trichlorobiphenyl (PCB 28)"
"PM2702","PM1704",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Dichloronaphthalene"
"PM2702","PM1795",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Bisphenol F"
"PM2702","NM0104",-1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Ethyl carbamate"
"PM2702","PM1927",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Bergapten"
"PM2702","NM1145",-0.974679434480896,0.00481823046819854,0.0166944213155704,"Azoxystrobin","4-Nitrotoluene"
"PM2702","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Azoxystrobin","Fusarin C"
"PM2702","PM2594",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Fumitremorgin C"
"PM2702","PM2308",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Ethinylestradiol"
"PM2702","PM2286",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Testosterone"
"PM2702","PM2159",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Galaxolide"
"PM2702","PM1900",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Clofibric acid"
"PM2702","PM2804",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Budesonide"
"PM2702","PM2019",1,0.0166666666666667,0.0166944213155704,"Azoxystrobin","Naproxen"
"PM2336","PM2056",1,0.0166666666666667,0.0166944213155704,"Diazinon","3-Hydroxycarbofuran"
"PM2336","PM1018",1,0.0166666666666667,0.0166944213155704,"Diazinon","Cyromazine"
"PM2336","PM1979",1,0.0166666666666667,0.0166944213155704,"Diazinon","Dioxacarb"
"PM2336","PM1019",1,0.0166666666666667,0.0166944213155704,"Diazinon","Fluorene"
"PM2336","NM3982",1,0.0166666666666667,0.0166944213155704,"Diazinon","Benzo[k]fluoranthene"
"PM2336","PM2262",1,0.0166666666666667,0.0166944213155704,"Diazinon","Dibenz[a,j]acridine"
"PM2336","NM4270",0.974679434480896,0.00481823046819854,0.0166944213155704,"Diazinon","Musk xylene"
"PM2336","PM2295",1,0.0166666666666667,0.0166944213155704,"Diazinon","Octyl-methoxycinnamate"
"PM2336","PM1149",1,0.0166666666666667,0.0166944213155704,"Diazinon","Aspirin"
"PM2246","PM1048",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Glyphosate"
"PM2246","NM0692",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Benzoic acid"
"PM2246","PM0996",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Fenuron"
"PM2246","PM1944",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Thiofanox"
"PM2246","PM1990",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Prometon"
"PM2246","NM3471",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Propoxur"
"PM2246","PM2493",1,0.0166666666666667,0.0166944213155704,"Disulfoton","1,2,3,7,8-Pentachlorodibenzo-P-dioxin"
"PM2246","PM0716",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Naphthalene"
"PM2246","PM1121",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Anthracene"
"PM2246","PM1810",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Pyrene"
"PM2246","NM3981",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Benzo[b]fluoranthene"
"PM2246","PM2151",1,0.0166666666666667,0.0166944213155704,"Disulfoton","2,4,4'-Trichlorobiphenyl (PCB 28)"
"PM2246","PM1704",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Dichloronaphthalene"
"PM2246","PM1795",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Bisphenol F"
"PM2246","NM0104",-1,0.0166666666666667,0.0166944213155704,"Disulfoton","Ethyl carbamate"
"PM2246","PM1927",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Bergapten"
"PM2246","NM1145",-0.974679434480896,0.00481823046819854,0.0166944213155704,"Disulfoton","4-Nitrotoluene"
"PM2246","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Disulfoton","Fusarin C"
"PM2246","PM2594",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Fumitremorgin C"
"PM2246","PM2308",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Ethinylestradiol"
"PM2246","PM2286",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Testosterone"
"PM2246","PM2159",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Galaxolide"
"PM2246","PM1900",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Clofibric acid"
"PM2246","PM2804",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Budesonide"
"PM2246","PM2019",1,0.0166666666666667,0.0166944213155704,"Disulfoton","Naproxen"
"PM2619","PM2297",1,0.0166666666666667,0.0166944213155704,"Ethion","Parathion"
"PM2619","NM1340",1,0.0166666666666667,0.0166944213155704,"Ethion","4-Nitrophenol"
"PM2619","PM1015",1,0.0166666666666667,0.0166944213155704,"Ethion","Ethylparaben"
"PM2619","PM1499",1,0.0166666666666667,0.0166944213155704,"Ethion","Aldicarb"
"PM2619","PM1849",1,0.0166666666666667,0.0166944213155704,"Ethion","Aminocarb"
"PM2619","PM2255",1,0.0166666666666667,0.0166944213155704,"Ethion","Fenitrothion"
"PM2619","PM1860",1,0.0166666666666667,0.0166944213155704,"Ethion","Ethirimol"
"PM2619","PM2201",1,0.0166666666666667,0.0166944213155704,"Ethion","Diethofencarb"
"PM2619","NM2328",1,0.0166666666666667,0.0166944213155704,"Ethion","Methylparaben"
"PM2619","PM2002",1,0.0166666666666667,0.0166944213155704,"Ethion","Chrysene"
"PM2619","PM1926",1,0.0166666666666667,0.0166944213155704,"Ethion","7H-Benzo[c]fluorene"
"PM2619","PM0834",1,0.0166666666666667,0.0166944213155704,"Ethion","Chloral"
"PM2619","PM1996",1,0.0166666666666667,0.0166944213155704,"Ethion","Cyclopenta[cd]pyrene"
"PM2619","PM0711",1,0.0166666666666667,0.0166944213155704,"Ethion","Dimethyl sulfate"
"PM2619","PM1768",1,0.0166666666666667,0.0166944213155704,"Ethion","2-Amino-3-methylimidazo(4,5-f)quinoline"
"PM2619","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Ethion","Fusarin C"
"PM2619","NM4281",1,0.0166666666666667,0.0166944213155704,"Ethion","Saxitoxin"
"PM2619","NM3747",1,0.0166666666666667,0.0166944213155704,"Ethion","Oxybenzone"
"PM2619","NM1240",1,0.0166666666666667,0.0166944213155704,"Ethion","4-Hydroxybenzoic acid"
"PM2297","NM1340",1,0.0166666666666667,0.0166944213155704,"Parathion","4-Nitrophenol"
