"name","mz","rt","Candidate.number","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database"
"nRPLC_215.1653_8.4",215.1653,51,1,"Lidocaine","NA","NA","NA","T3D2735","(M-H2O-H)-","24.96666","0.6073395","NA","NA","NA","0","0.6073395","t3db_ms1_database"
"nRPLC_257.176_8.5",257.176,71,1,"Tetradecanedioic acid","821-38-5","HMDB0000872","NA","HMDB0000872","(M-H)-","0.4767","0.9998182","NA","NA","NA","0","0.9998182","hmdbMS1Database0.0.1"
"nRPLC_195.139_8.6",195.139,51,1,"Geranyl acetate","NA","NA","NA","T3D4837","(M-H)-","0.07471","0.9999955","NA","NA","NA","0","0.9999955","t3db_ms1_database"
"nRPLC_499.2911_8.7",499.2911,92,1,"Mupirocin","12650-69-0","HMDB0014554","C11758","HMDB0014554","(M-H)-","0.2663897","0.9999432","NA","NA","NA","0","0.9999432","hmdbMS1Database0.0.1"
"nRPLC_407.2438_8.8",407.2438,72,1,"Psilocin","NA","NA","NA","T3D2458","(2M-H)-","3.502295","0.9902351","NA","NA","NA","0","0.9902351","t3db_ms1_database"
"nRPLC_389.2699_8.8",389.2699,92,1,"Di-n-octylphthalate","NA","NA","NA","Di-n-octylphthalate","(M-H)-","0.5","0.9998","NA","NA","NA","0","0.9998","list2_ms1_database"
"nRPLC_367.1585_8.9",367.1585,71,1,"Dehydroepiandrosterone sulfate","NA","NA","NA","T3D4242","(M-H)-","0.13826","0.9999847","NA","NA","NA","0","0.9999847","t3db_ms1_database"
"nRPLC_413.2004_8.9",413.2004,32,1,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","NA","NA","NA","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","(2M-H)-","14.87414","0.8377865","NA","NA","NA","0","0.8377865","select_exposome_ms1_database"
"nRPLC_567.3173_8.9",567.3173,73,1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid","58814-71-4","HMDB0002430","NA","HMDB0002430","(M-H)-","0.2604468","0.9999457","NA","NA","NA","0","0.9999457","hmdbMS1Database0.0.1"
"nRPLC_281.1394_9",281.1394,11,1,"Octyl gallate","NA","NA","NA","T3D4831","(M-H)-","0.059535","0.9999972","NA","NA","NA","0","0.9999972","t3db_ms1_database"
"nRPLC_315.2541_9.2",315.2541,52,1,"Isoamyl butyrate","NA","NA","NA","T3D4839","(2M-H)-","0.1009","0.9999919","NA","NA","NA","0","0.9999919","t3db_ms1_database"
"nRPLC_377.2698_9.2",377.2698,72,1,"2-Arachidonylglycerol","53847-30-6","HMDB0004666","C13856","HMDB0004666","(M-H)-","0.22574","0.9999592","NA","NA","NA","0","0.9999592","hmdbMS1Database0.0.1"
"nRPLC_389.27_9.4",389.27,92,1,"Di-n-octylphthalate","NA","NA","NA","Di-n-octylphthalate","(M-H)-","0.75","0.9995501","NA","NA","NA","0","0.9995501","list2_ms1_database"
"nRPLC_247.1703_9.4",247.1703,71,1,"Desipramine","NA","NA","NA","T3D2996","(M-H2O-H)-","24.75322","0.6125178","NA","NA","NA","0","0.6125178","t3db_ms1_database"
"nRPLC_211.1704_9.4",211.1704,11,1,"10-Undecenyl acetate","112-19-6","HMDB0031017","NA","HMDB0031017","(M-H)-","0.17497","0.9999755","NA","NA","NA","0","0.9999755","hmdbMS1Database0.0.1"
"nRPLC_371.1881_9.5",371.1881,11,1,"Isodecyl Diphenyl Phosphate","NA","NA","NA","Isodecyl Diphenyl Phosphate","(M-H2O-H)-","25","0.6065307","NA","NA","NA","0","0.6065307","list1_ms1_database"
"nRPLC_243.1964_9.6",243.1964,31,1,"2-Hydroxymyristic acid","2507-55-3","HMDB0002261","NA","HMDB0002261","(M-H)-","0.361905","0.9998952","NA","NA","NA","0","0.9998952","hmdbMS1Database0.0.1"
"nRPLC_271.2279_9.6",271.2279,12,1,"16-Hydroxypalmitic acid","NA","NA","NA","1631","(M-H)-","0.137775","0.9999848","NA","NA","NA","0","0.9999848","specific_biomarker_ms1_database"
"nRPLC_285.2072_9.6",285.2072,52,1,"2,2,4-Trimethyl-1,3-pentadienol diisobutyrate","NA","NA","NA","T3D4990","(M-H)-","0.22638","0.999959","NA","NA","NA","0","0.999959","t3db_ms1_database"
"nRPLC_295.2279_9.6",295.2279,52,1,"Dibutyl decanedioate","NA","NA","NA","T3D4842","(M-H2O-H)-","0.22606","0.9999591","NA","NA","NA","0","0.9999591","t3db_ms1_database"
"nRPLC_567.3171_9.6",567.3171,73,1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid","58814-71-4","HMDB0002430","NA","HMDB0002430","(M-H)-","0.6129835","0.9996994","NA","NA","NA","0","0.9996994","hmdbMS1Database0.0.1"
"nRPLC_284.2232_9.8",284.2232,42,1,"Myristoylglycine","NA","HMDB0013250","NA","HMDB0013250","(M-H)-","0.2653425","0.9999437","NA","NA","NA","0","0.9999437","hmdbMS1Database0.0.1"
"nRPLC_311.223_9.8",311.223,12,1,"4-Hydroxynonenal","NA","NA","NA","T3D4180","(2M-H)-","0.60122","0.9997109","NA","NA","NA","0","0.9997109","t3db_ms1_database"
"nRPLC_225.186_9.8",225.186,51,1,"trans-9-Tetradecenoic acid (trans-14:1n-5)","NA","NA","NA","471","(M-H)-","0.0498075","0.999998","NA","NA","NA","0","0.999998","specific_biomarker_ms1_database"
"nRPLC_343.2853_9.8",343.2853,32,1,"Decanoic acid","NA","NA","NA","Decanoic acid","(2M-H)-","0.15","0.999982","NA","NA","NA","0","0.999982","select_exposome_ms1_database"
"nRPLC_321.2435_9.9",321.2435,12,1,"Bethanechol","NA","NA","NA","T3D2958","(2M-H)-","15.27109","0.8298047","NA","NA","NA","0","0.8298047","t3db_ms1_database"
"nRPLC_313.2385_9.9",313.2385,32,1,"Dibutyl decanedioate","NA","NA","NA","T3D4842","(M-H)-","0.22606","0.9999591","NA","NA","NA","0","0.9999591","t3db_ms1_database"
"nRPLC_395.1897_10",395.1897,51,1,"Carboxazole","NA","NA","NA","T3D0946","(2M-H)-","9.71162","0.9273238","NA","NA","NA","0","0.9273238","t3db_ms1_database"
"nRPLC_225.186_10",225.186,51,1,"trans-9-Tetradecenoic acid (trans-14:1n-5)","NA","NA","NA","471","(M-H)-","0.0498075","0.999998","NA","NA","NA","0","0.999998","specific_biomarker_ms1_database"
"nRPLC_251.2016_10",251.2016,12,1,"2-Octenal","NA","NA","NA","T3D4186","(2M-H)-","0.07535","0.9999955","NA","NA","NA","0","0.9999955","t3db_ms1_database"
"nRPLC_321.2435_10.1",321.2435,12,1,"Bethanechol","NA","NA","NA","T3D2958","(2M-H)-","15.27109","0.8298047","NA","NA","NA","0","0.8298047","t3db_ms1_database"
"nRPLC_299.2591_10.2",299.2591,92,1,"(R)-3-Hydroxy-Octadecanoic acid","NA","HMDB0010737","NA","HMDB0010737","(M-H)-","0.112545","0.9999899","NA","NA","NA","0","0.9999899","hmdbMS1Database0.0.1"
"nRPLC_297.2435_10.2",297.2435,72,1,"Phentermine","NA","NA","NA","T3D2709","(2M-H)-","24.75257","0.6125333","NA","NA","NA","0","0.6125333","t3db_ms1_database"
"nRPLC_313.2385_10.3",313.2385,32,1,"Dibutyl decanedioate","NA","NA","NA","T3D4842","(M-H)-","0.22606","0.9999591","NA","NA","NA","0","0.9999591","t3db_ms1_database"
"nRPLC_265.2171_10.3",265.2171,52,1,"Avocadyne","129099-96-3","HMDB0035473","NA","HMDB0035473","(M-H2O-H)-","0.362225","0.999895","NA","NA","NA","0","0.999895","hmdbMS1Database0.0.1"
"nRPLC_433.3322_10.4",433.3322,33,1,"5b-Cholestane-3a,7a,12a,23S,25-pentol","59906-15-9","HMDB0000483","NA","HMDB0000483","(M-H2O-H)-","0.1722605","0.9999763","NA","NA","NA","0","0.9999763","hmdbMS1Database0.0.1"
"nRPLC_389.2702_10.4",389.2702,92,1,"Di-n-octylphthalate","NA","NA","NA","Di-n-octylphthalate","(M-H)-","1.25","0.9987508","NA","NA","NA","0","0.9987508","list2_ms1_database"
"nRPLC_377.2696_10.5",377.2696,72,1,"2-Arachidonylglycerol","53847-30-6","HMDB0004666","C13856","HMDB0004666","(M-H)-","0.27426","0.9999398","NA","NA","NA","0","0.9999398","hmdbMS1Database0.0.1"
"nRPLC_241.2174_10.5",241.2174,12,1,"Pentadecylic acid (15:0)","NA","NA","NA","263","(M-H)-","0.29949","0.9999282","NA","NA","NA","0","0.9999282","specific_biomarker_ms1_database"
"nRPLC_667.5325_10.5",667.5325,75,1,"DG(18:0/0:0/22:6n3)","NA","HMDB0056061","NA","HMDB0056061","(M-H)-","2.733323","0.994041","NA","NA","NA","0","0.994041","hmdbMS1Database0.0.1"
"nRPLC_267.233_10.6",267.233,72,1,"9Z-Heptadecenoic acid","1981-50-6","HMDB0062437","NA","HMDB0062437","(M-H)-","0.174325","0.9999757","NA","NA","NA","0","0.9999757","hmdbMS1Database0.0.1"
"nRPLC_299.2591_10.6",299.2591,92,1,"(R)-3-Hydroxy-Octadecanoic acid","NA","HMDB0010737","NA","HMDB0010737","(M-H)-","0.112545","0.9999899","NA","NA","NA","0","0.9999899","hmdbMS1Database0.0.1"
"nRPLC_512.2683_10.8",512.2683,22,1,"Sulfolithocholylglycine","15324-64-8","HMDB0002639","C11301","HMDB0002639","(M-H)-","0.8265688","0.9994536","NA","NA","NA","0","0.9994536","hmdbMS1Database0.0.1"
"nRPLC_445.2544_10.8",445.2544,52,1,"6-Methyl-2-propyl-4-pyrimidinyl dimethylcarbamate","NA","NA","NA","T3D0915","(2M-H)-","5.510571","0.9759996","NA","NA","NA","0","0.9759996","t3db_ms1_database"
"nRPLC_433.3321_10.9",433.3321,33,1,"5b-Cholestane-3a,7a,12a,23S,25-pentol","59906-15-9","HMDB0000483","NA","HMDB0000483","(M-H2O-H)-","0.4030304","0.9998701","NA","NA","NA","0","0.9998701","hmdbMS1Database0.0.1"
"nRPLC_463.3428_11",463.3428,33,1,"Trihydroxycoprostanoic acid","863-39-8","HMDB0002163","NA","HMDB0002163","(M-H)-","0.1611032","0.9999792","NA","NA","NA","0","0.9999792","hmdbMS1Database0.0.1"
"nRPLC_445.3323_11",445.3323,53,1,"Diisodecyl phthalate","NA","NA","NA","Diisodecyl phthalate","(M-H)-","0.02245514","0.9999996","NA","NA","NA","0","0.9999996","select_exposome_ms1_database"
"nRPLC_295.2642_11.1",295.2642,52,1,"cis-10-Nonadecenoic acid (19:1n9)","NA","NA","NA","1694","(M-H)-","0.07599","0.9999954","NA","NA","NA","0","0.9999954","specific_biomarker_ms1_database"
"nRPLC_399.3268_11.1",399.3268,93,1,"Calcidiol","NA","NA","NA","T3D2694","(M-H)-","0.07663","0.9999953","NA","NA","NA","0","0.9999953","t3db_ms1_database"
"nRPLC_357.2801_11.2",357.2801,72,1,"Lithocholic acid","NA","NA","NA","T3D4963","(M-H2O-H)-","0.637135","0.9996753","NA","NA","NA","0","0.9996753","t3db_ms1_database"
"nRPLC_445.3324_11.2",445.3324,53,1,"Diisodecyl phthalate","NA","NA","NA","Diisodecyl phthalate","(M-H)-","0.2020962","0.9999673","NA","NA","NA","0","0.9999673","select_exposome_ms1_database"
"nRPLC_619.2888_11.3",619.2888,92,1,"1-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol","NA","HMDB0062722","NA","HMDB0062722","(M-H)-","0.1033702","0.9999915","NA","NA","NA","0","0.9999915","hmdbMS1Database0.0.1"
"nRPLC_435.3481_11.3",435.3481,53,1,"5beta-Cholestane-3alpha,7alpha,12alpha,25-tetrol","18866-87-0","HMDB0000524","NA","HMDB0000524","(M-H)-","0.321522","0.9999173","NA","NA","NA","0","0.9999173","hmdbMS1Database0.0.1"
"nRPLC_441.3947_11.3",441.3947,13,1,"MG(0:0/24:0/0:0)","NA","HMDB0011558","NA","HMDB0011558","(M-H)-","0.476254","0.9998186","NA","NA","NA","0","0.9998186","hmdbMS1Database0.0.1"
"nRPLC_447.3483_11.4",447.3483,73,1,"6-Deoxodolichosterone","87833-55-4","HMDB0034332","NA","HMDB0034332","(M-H)-","0.7599805","0.9995381","NA","NA","NA","0","0.9995381","hmdbMS1Database0.0.1"
"nRPLC_445.3324_11.4",445.3324,53,1,"Diisodecyl phthalate","NA","NA","NA","Diisodecyl phthalate","(M-H)-","0.2020962","0.9999673","NA","NA","NA","0","0.9999673","select_exposome_ms1_database"
"nRPLC_311.2957_11.4",311.2957,12,1,"Phytanic acid","NA","NA","NA","T3D4454","(M-H)-","0.42369","0.9998564","NA","NA","NA","0","0.9998564","t3db_ms1_database"
"nRPLC_433.3322_11.4",433.3322,33,1,"5b-Cholestane-3a,7a,12a,23S,25-pentol","59906-15-9","HMDB0000483","NA","HMDB0000483","(M-H2O-H)-","0.1722605","0.9999763","NA","NA","NA","0","0.9999763","hmdbMS1Database0.0.1"
"nRPLC_397.3686_11.5",397.3686,73,1,"2-Hydroxy-22-methyltetracosanoic acid","52900-16-0","HMDB0040909","NA","HMDB0040909","(M-H)-","0.238665","0.9999544","NA","NA","NA","0","0.9999544","hmdbMS1Database0.0.1"
"nRPLC_449.364_11.6",449.364,93,1,"6-Deoxocastasterone","87833-54-3","HMDB0033984","C15802","HMDB0033984","(M-H)-","0.8676975","0.9993979","NA","NA","NA","0","0.9993979","hmdbMS1Database0.0.1"
"nRPLC_335.2957_11.7",335.2957,52,1,"13,16-Docosadienoic acid (cis-22:2n-6)","NA","NA","NA","771","(M-H)-","0.42369","0.9998564","NA","NA","NA","0","0.9998564","specific_biomarker_ms1_database"
"nRPLC_297.2799_11.7",297.2799,72,1,"Pristanic acid","NA","NA","NA","1800","(M-H)-","0.04884","0.9999981","NA","NA","NA","0","0.9999981","specific_biomarker_ms1_database"
"nRPLC_309.2801_11.4",309.2801,92,1,"8-Eicosenoic acid (cis-20:1n-12)","NA","NA","NA","303","(M-H)-","0.54884","0.999759","NA","NA","NA","0","0.999759","specific_biomarker_ms1_database"
"nRPLC_415.3217_11.4",415.3217,53,1,"Calcitriol","NA","NA","NA","T3D2692","(M-H)-","0.1090095","0.9999905","NA","NA","NA","0","0.9999905","t3db_ms1_database"
"nRPLC_433.3322_11.2",433.3322,33,1,"5b-Cholestane-3a,7a,12a,23S,25-pentol","59906-15-9","HMDB0000483","NA","HMDB0000483","(M-H2O-H)-","0.1722605","0.9999763","NA","NA","NA","0","0.9999763","hmdbMS1Database0.0.1"
"nRPLC_441.395_11.2",441.395,13,1,"MG(0:0/i-24:0/0:0)","NA","HMDB0072872","NA","HMDB0072872","(M-H)-","0.2034028","0.9999669","NA","NA","NA","0","0.9999669","hmdbMS1Database0.0.1"
"nRPLC_409.3322_11.2",409.3322,93,1,"3-(Acetyloxy)-2-hydroxypropyl icosanoate","NA","HMDB0059928","NA","HMDB0059928","(M-H2O-H)-","0.1823604","0.9999734","NA","NA","NA","0","0.9999734","hmdbMS1Database0.0.1"
"nRPLC_297.2797_11.2",297.2797,72,1,"Pristanic acid","NA","NA","NA","1800","(M-H)-","0.45116","0.9998372","NA","NA","NA","0","0.9998372","specific_biomarker_ms1_database"
"nRPLC_439.3792_11.1",439.3792,93,1,"MG(0:0/24:1(15Z)/0:0)","NA","HMDB0011559","NA","HMDB0011559","(M-H)-","0.1369022","0.999985","NA","NA","NA","0","0.999985","hmdbMS1Database0.0.1"
"nRPLC_307.2644_11",307.2644,72,1,"4-Decenal","NA","NA","NA","T3D4191","(2M-H)-","0.42401","0.9998562","NA","NA","NA","0","0.9998562","t3db_ms1_database"
"nRPLC_269.2487_11",269.2487,92,1,"Margaric acid (17:0)","NA","NA","NA","264","(M-H)-","0.29917","0.9999284","NA","NA","NA","0","0.9999284","specific_biomarker_ms1_database"
"nRPLC_723.5955_11",723.5955,35,1,"DG(22:0/0:0/22:6n3)","NA","HMDB0056110","NA","HMDB0056110","(M-H)-","3.073988","0.992469","NA","NA","NA","0","0.992469","hmdbMS1Database0.0.1"
"nRPLC_355.2852_11",355.2852,52,1,"MG(0:0/18:1(11Z)/0:0)","NA","HMDB0011536","NA","HMDB0011536","(M-H)-","0.39942","0.9998724","NA","NA","NA","0","0.9998724","hmdbMS1Database0.0.1"
"nRPLC_489.3582_11",489.3582,93,1,"Fasciculol C","65694-19-1","HMDB0035853","NA","HMDB0035853","(M-H2O-H)-","0.5913787","0.9997203","NA","NA","NA","0","0.9997203","hmdbMS1Database0.0.1"
"nRPLC_443.3164_11",443.3164,33,1,"Dolichosterone","85797-15-5","HMDB0034336","NA","HMDB0034336","(M-H2O-H)-","0.5065953","0.9997947","NA","NA","NA","0","0.9997947","hmdbMS1Database0.0.1"
"nRPLC_331.2644_10.9",331.2644,12,1,"Docosatetraenoic acid (cis-22:4n-3)","NA","NA","NA","589","(M-H)-","0.4240025","0.9998562","NA","NA","NA","0","0.9998562","specific_biomarker_ms1_database"
"nRPLC_355.2643_10.9",355.2643,52,1,"Propofol","NA","NA","NA","T3D2900","(2M-H)-","0.17401","0.9999758","NA","NA","NA","0","0.9999758","t3db_ms1_database"
"nRPLC_415.3217_10.9",415.3217,53,1,"Calcitriol","NA","NA","NA","T3D2692","(M-H)-","0.1090095","0.9999905","NA","NA","NA","0","0.9999905","t3db_ms1_database"
"nRPLC_431.3164_10.9",431.3164,13,1,"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al","NA","HMDB0062206","NA","HMDB0062206","(M-H2O-H)-","0.5206874","0.9997831","NA","NA","NA","0","0.9997831","hmdbMS1Database0.0.1"
"nRPLC_439.3427_10.9",439.3427,93,1,"Momordol","189156-42-1","HMDB0029804","NA","HMDB0029804","(M-H)-","0.3975166","0.9998736","NA","NA","NA","0","0.9998736","hmdbMS1Database0.0.1"
"nRPLC_385.332_10.8",385.332,53,1,"DG(18:0e/2:0/0:0)","NA","HMDB0011147","C03820","HMDB0011147","(M-H)-","0.7749","0.9995197","NA","NA","NA","0","0.9995197","hmdbMS1Database0.0.1"
"nRPLC_417.3009_10.8",417.3009,73,1,"Ethirimol","NA","NA","NA","Ethirimol","(2M-H)-","5.271975","0.9780104","NA","NA","NA","0","0.9780104","list1_ms1_database"
"nRPLC_461.3269_10.7",461.3269,13,1,"Brassinolide","72962-43-7","HMDB0034081","C11049","HMDB0034081","(M-H2O-H)-","0.6270348","0.9996855","NA","NA","NA","0","0.9996855","hmdbMS1Database0.0.1"
"nRPLC_507.3686_10.6",507.3686,73,1,"Fasciculol C","65694-19-1","HMDB0035853","NA","HMDB0035853","(M-H)-","0.9645768","0.999256","NA","NA","NA","0","0.999256","hmdbMS1Database0.0.1"
"nRPLC_508.3404_10.6",508.3404,83,1,"LysoPE(0:0/20:0)","NA","HMDB0011481","NA","HMDB0011481","(M-H)-","0.864647","0.9994021","NA","NA","NA","0","0.9994021","hmdbMS1Database0.0.1"
"nRPLC_489.3582_10.6",489.3582,93,1,"Fasciculol C","65694-19-1","HMDB0035853","NA","HMDB0035853","(M-H2O-H)-","0.5913787","0.9997203","NA","NA","NA","0","0.9997203","hmdbMS1Database0.0.1"
"nRPLC_609.5098_10.5",609.5098,95,1,"Glycerol 1,3-didodecanoate 2-decanoate","60138-22-9","HMDB0033753","NA","HMDB0033753","(M-H)-","0.2296468","0.9999578","NA","NA","NA","0","0.9999578","hmdbMS1Database0.0.1"
"nRPLC_327.2538_10.5",327.2538,72,1,"Aluminium monostearate","NA","NA","NA","T3D1514","(M-H2O-H)-","13.31706","0.8677295","NA","NA","NA","0","0.8677295","t3db_ms1_database"
"nRPLC_433.3323_10.5",433.3323,33,1,"3a,7a,12a-Trihydroxy-5b-cholestan-26-al","3836-01-9","HMDB0003533","C01301","HMDB0003533","(M-H)-","0.02298467","0.9999996","NA","NA","NA","0","0.9999996","hmdbMS1Database0.0.1"
"nRPLC_323.2592_10.4",323.2592,32,1,"(Z)-15-Oxo-11-eicosenoic acid","182145-55-7","HMDB0029797","NA","HMDB0029797","(M-H)-","0.137455","0.9999849","NA","NA","NA","0","0.9999849","hmdbMS1Database0.0.1"
"nRPLC_511.3039_10.3",511.3039,13,1,"1-Stearoylglycerophosphoglycerol","NA","HMDB0061697","NA","HMDB0061697","(M-H)-","0.4296427","0.9998523","NA","NA","NA","0","0.9998523","hmdbMS1Database0.0.1"
"nRPLC_429.3008_10.3",429.3008,93,1,"Porrigenin A","196607-75-7","HMDB0032783","NA","HMDB0032783","(M-H2O-H)-","0.4065168","0.9998678","NA","NA","NA","0","0.9998678","hmdbMS1Database0.0.1"
"nRPLC_351.254_10.3",351.254,12,1,"MG(0:0/18:3(6Z,9Z,12Z)/0:0)","NA","HMDB0011539","NA","HMDB0011539","(M-H)-","0.1491","0.9999822","NA","NA","NA","0","0.9999822","hmdbMS1Database0.0.1"
"nRPLC_271.228_10.3",271.228,12,1,"16-Hydroxypalmitic acid","NA","NA","NA","1631","(M-H)-","0.387775","0.9998797","NA","NA","NA","0","0.9998797","specific_biomarker_ms1_database"
"nRPLC_375.254_10.2",375.254,52,1,"11-Hydroxyeicosatetraenoate glyceryl ester","NA","HMDB0012530","NA","HMDB0012530","(M-H2O-H)-","0.060815","0.999997","NA","NA","NA","0","0.999997","hmdbMS1Database0.0.1"
"nRPLC_431.3166_10.2",431.3166,13,1,"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al","NA","HMDB0062206","NA","HMDB0062206","(M-H2O-H)-","0.05699062","0.9999974","NA","NA","NA","0","0.9999974","hmdbMS1Database0.0.1"
"nRPLC_227.2017_10.2",227.2017,72,1,"Myristic acid","NA","NA","NA","T3D4599","(M-H)-","0.17465","0.9999756","NA","NA","NA","0","0.9999756","t3db_ms1_database"
"nRPLC_287.2227_10.2",287.2227,72,1,"Octanoic acid","NA","NA","NA","Octanoic acid","(2M-H)-","0.15","0.999982","NA","NA","NA","0","0.999982","select_exposome_ms1_database"
"nRPLC_239.2016_10.1",239.2016,92,1,"10-Hydroxymyristic acid methyl ester","NA","HMDB0031061","NA","HMDB0031061","(M-H2O-H)-","0.012935","0.9999999","NA","NA","NA","0","0.9999999","hmdbMS1Database0.0.1"
"nRPLC_275.2017_10",275.2017,52,1,"Isophorone","NA","NA","NA","Isophorone","(2M-H)-","2.5","0.9950125","NA","NA","NA","0","0.9950125","list2_ms1_database"
"nRPLC_297.2436_10",297.2436,72,1,"3-Oxooctadecanoic acid","NA","HMDB0010736","NA","HMDB0010736","(M-H)-","0.262615","0.9999448","NA","NA","NA","0","0.9999448","hmdbMS1Database0.0.1"
"nRPLC_526.2939_9.9",526.2939,62,1,"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))","NA","HMDB0011494","NA","HMDB0011494","(M-H)-","0.02024914","0.9999997","NA","NA","NA","0","0.9999997","hmdbMS1Database0.0.1"
"nRPLC_257.2122_9.9",257.2122,72,1,"10-Hydroxymyristic acid methyl ester","NA","HMDB0031061","NA","HMDB0031061","(M-H)-","0.012935","0.9999999","NA","NA","NA","0","0.9999999","hmdbMS1Database0.0.1"
"nRPLC_295.2278_9.9",295.2278,52,1,"Dibutyl decanedioate","NA","NA","NA","T3D4842","(M-H2O-H)-","0.02394","0.9999995","NA","NA","NA","0","0.9999995","t3db_ms1_database"
"nRPLC_315.2539_9.7",315.2539,52,1,"Isoamyl butyrate","NA","NA","NA","T3D4839","(2M-H)-","0.3991","0.9998726","NA","NA","NA","0","0.9998726","t3db_ms1_database"
"nRPLC_269.2122_9.6",269.2122,92,1,"Amphetamine","NA","NA","NA","T3D2706","(2M-H)-","24.75289","0.6125255","NA","NA","NA","0","0.6125255","t3db_ms1_database"
"nRPLC_397.2054_9.6",397.2054,72,1,"Pyrimethanil","NA","NA","NA","Pyrimethanil","(2M-H)-","23.25","0.6489173","NA","NA","NA","0","0.6489173","list1_ms1_database"
"nRPLC_199.1704_9.5",199.1704,91,1,"Dodecanoic acid","NA","NA","NA","T3D4596","(M-H)-","0.17497","0.9999755","NA","NA","NA","0","0.9999755","t3db_ms1_database"
"nRPLC_450.2624_9.5",450.2624,2,1,"LysoPE(0:0/16:1(9Z))","NA","HMDB0011474","NA","HMDB0011474","(M-H)-","0.4202327","0.9998587","NA","NA","NA","0","0.9998587","hmdbMS1Database0.0.1"
"nRPLC_315.2541_9.4",315.2541,52,1,"Isoamyl butyrate","NA","NA","NA","T3D4839","(2M-H)-","0.1009","0.9999919","NA","NA","NA","0","0.9999919","t3db_ms1_database"
"nRPLC_223.1704_9.4",223.1704,31,1,"2-Heptenal","NA","NA","NA","T3D4190","(2M-H)-","0.17497","0.9999755","NA","NA","NA","0","0.9999755","t3db_ms1_database"
"nRPLC_243.1965_9.3",243.1965,31,1,"2-Hydroxymyristic acid","2507-55-3","HMDB0002261","NA","HMDB0002261","(M-H)-","0.111905","0.99999","NA","NA","NA","0","0.99999","hmdbMS1Database0.0.1"
"nRPLC_269.2122_9.3",269.2122,92,1,"Amphetamine","NA","NA","NA","T3D2706","(2M-H)-","24.75289","0.6125255","NA","NA","NA","0","0.6125255","t3db_ms1_database"
"nRPLC_285.2071_9.2",285.2071,52,1,"2,2,4-Trimethyl-1,3-pentadienol diisobutyrate","NA","NA","NA","T3D4990","(M-H)-","0.02362","0.9999996","NA","NA","NA","0","0.9999996","t3db_ms1_database"
"nRPLC_267.1966_9.2",267.1966,71,1,"2,2,4-Trimethyl-1,3-pentadienol diisobutyrate","NA","NA","NA","T3D4990","(M-H2O-H)-","0.22638","0.999959","NA","NA","NA","0","0.999959","t3db_ms1_database"
"nRPLC_567.3177_9.2",567.3177,73,1,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid","58814-71-4","HMDB0002430","NA","HMDB0002430","(M-H)-","0.4446256","0.9998419","NA","NA","NA","0","0.9998419","hmdbMS1Database0.0.1"
"nRPLC_197.1547_9.1",197.1547,71,1,"5Z-Dodecenoic acid","2430-94-6","HMDB0000529","NA","HMDB0000529","(M-H)-","0.05013","0.999998","NA","NA","NA","0","0.999998","hmdbMS1Database0.0.1"
"nRPLC_313.2386_9.1",313.2386,32,1,"Dibutyl decanedioate","NA","NA","NA","T3D4842","(M-H)-","0.47606","0.9998187","NA","NA","NA","0","0.9998187","t3db_ms1_database"
"nRPLC_371.1887_9.1",371.1887,11,1,"Pyrethrum","NA","NA","NA","T3D0233","(M-H)-","5.814985","0.9733114","NA","NA","NA","0","0.9733114","t3db_ms1_database"
"nRPLC_565.3015_9",565.3015,53,1,"Cholic acid glucuronide","76060-22-5","HMDB0002577","NA","HMDB0002577","(M-H2O-H)-","0.4641382","0.9998277","NA","NA","NA","0","0.9998277","hmdbMS1Database0.0.1"
"nRPLC_507.2231_9",507.2231,72,1,"Acetyl-T2 Toxin","21259-21-2","HMDB0033164","NA","HMDB0033164","(M-H)-","0.8820024","0.9993779","NA","NA","NA","0","0.9993779","hmdbMS1Database0.0.1"
"nRPLC_197.1547_9",197.1547,71,1,"5Z-Dodecenoic acid","2430-94-6","HMDB0000529","NA","HMDB0000529","(M-H)-","0.05013","0.999998","NA","NA","NA","0","0.999998","hmdbMS1Database0.0.1"
"nRPLC_514.2853_8.8",514.2853,42,1,"Taurocholic acid","81-24-3","HMDB0000036","C05122","HMDB0000036","(M-H)-","1.801551","0.9974069","NA","NA","NA","0","0.9974069","hmdbMS1Database0.0.1"
"nRPLC_467.2649_8.8",467.2649,72,1,"Lenacil","NA","NA","NA","Lenacil","(2M-H)-","2.996159","0.9928442","NA","NA","NA","0","0.9928442","list2_ms1_database"
